Nb_Ring,Ring,Earlywood,Latewood,E/L_ratio,Nb_FRing,Num_FRing,FRing,lumen_area,Equivalent_Diameter,2P_thickness,Tile_ID,Image
,,,,,,,,36.78534,6.843723369,0,Image_14,PB1
,,,,,,,,82,10.21790794,2.793465869,Image_14,PB1
,,,,,,,,45.232344,7.588913564,0,Image_14,PB1
,,,,,,,,122,12.46335526,0,Image_14,PB1
,,,,,,,,128,12.76615297,0,Image_14,PB1
,,,,,,,,90,10.7047447,0,Image_14,PB1
,,,,,,,,265,18.36868203,0,Image_14,PB1
,,,,,,,,57.494124,8.555921474,0,Image_14,PB1
,,,,,,,,254,17.98340469,0,Image_14,PB1
,,,,,,,,227,17.00074636,9.35899E-01,Image_14,PB1
,,,,,,,,41.145084,7.237924289,3.904272693,Image_14,PB1
,,,,,,,,44,7.484820637,7.312539555,Image_14,PB1
,,,,,,,,202,16.03728119,0,Image_14,PB1
,,,,,,,,52.589412,8.182842965,4.617221373,Image_14,PB1
,,,,,,,,38.965212,7.043582099,2.10396829,Image_14,PB1
,,,,,,,,70.84584,9.497564165,2.72856E-01,Image_14,PB1
,,,,,,,,27.520884,5.919516688,2.831246484,Image_14,PB1
,,,,,,,,327,20.40463994,NA,Image_14,PB1
,,,,,,,,296,19.41336924,NA,Image_14,PB1
,,,,,,,,111.990924,11.94115878,0,Image_14,PB1
,,,,,,,,320,20.18506018,0,Image_14,PB1
,,,,,,,,166,14.53814859,0,Image_14,PB1
,,,,,,,,59.94648,8.736488362,0,Image_14,PB1
,,,,,,,,54.769284,8.350713636,5.572117196,Image_14,PB1
,,,,,,,,73.025712,9.642573531,0,Image_14,PB1
,,,,,,,,187,15.43035304,0,Image_14,PB1
,,,,,,,,254,17.98340469,0,Image_14,PB1
,,,,,,,,57.22164,8.535622699,1.061217009,Image_14,PB1
,,,,,,,,51.77196,8.118996661,4.061862854,Image_14,PB1
,,,,,,,,39.782664,7.117082338,0,Image_14,PB1
,,,,,,,,221,16.77456227,0,Image_15,PB1
,,,,,,,,182,15.22266722,0,Image_15,PB1
,,,,,,,,45.504828,7.611737416,2.130100336,Image_15,PB1
,,,,,,,,53.951832,8.288160593,4.08821E-01,Image_15,PB1
,,,,,,,,129,12.81592374,2.606726947,Image_15,PB1
,,,,,,,,54,8.291859587,1.214702493,Image_15,PB1
,,,,,,,,22.616172,5.366172243,6.482137802,Image_15,PB1
,,,,,,,,155,14.04820734,0,Image_15,PB1
,,,,,,,,11.716812,3.862422605,7.272448688,Image_15,PB1
,,,,,,,,40.055148,7.141414314,1.248151067,Image_15,PB1
,,,,,,,,50.682024,8.033078934,0,Image_15,PB1
,,,,,,,,194,15.71650316,0,Image_15,PB1
,,,,,,,,137,13.20733954,0,Image_15,PB1
,,,,,,,,98,11.17038385,5.438216537,Image_15,PB1
,,,,,,,,35.967888,6.767254786,0,Image_15,PB1
,,,,,,,,162,14.36192209,0,Image_15,PB1
,,,,,,,,181,15.1807891,0,Image_15,PB1
,,,,,,,,42.779988,7.380323329,2.707646492,Image_15,PB1
,,,,,,,,53.406864,8.246194953,9.37059E-01,Image_15,PB1
,,,,,,,,74.388132,9.73210724,NA,Image_15,PB1
,,,,,,,,126,12.66602474,9.054092672,Image_15,PB1
,,,,,,,,38.692728,7.018910983,0,Image_15,PB1
,,,,,,,,141,13.39876023,0,Image_15,PB1
,,,,,,,,108.721116,11.76554394,0,Image_15,PB1
,,,,,,,,61.036416,8.815553217,0,Image_15,PB1
,,,,,,,,16.621524,4.600345819,2.335925058,Image_15,PB1
,,,,,,,,164,14.45030399,0,Image_15,PB1
,,,,,,,,41.690052,7.285699886,10.83086229,Image_15,PB1
,,,,,,,,20.708784,5.134904353,1.739962598,Image_15,PB1
,,,,,,,,28.883304,6.064269522,5.672238819,Image_15,PB1
,,,,,,,,102,11.39607097,0,Image_15,PB1
,,,,,,,,119,12.30916349,1.96026E-03,Image_15,PB1
,,,,,,,,20.708784,5.134904353,0,Image_15,PB1
,,,,,,,,213,16.46815178,9.27971E-01,Image_16,PB1
,,,,,,,,204,16.11647812,7.15524E-01,Image_16,PB1
,,,,,,,,8,3.191538243,7.626882562,Image_16,PB1
,,,,,,,,30.518208,6.23353746,2.853041609,Image_16,PB1
,,,,,,,,69.210936,9.38733725,6.8834E-01,Image_16,PB1
,,,,,,,,56.949156,8.515275536,0,Image_16,PB1
,,,,,,,,180,15.13879513,0,Image_16,PB1
,,,,,,,,264,18.33399138,0,Image_16,PB1
,,,,,,,,252,17.91246396,0,Image_16,PB1
,,,,,,,,98,11.17038385,2.717861708,Image_16,PB1
,,,,,,,,54.4968,8.329914815,1.558453862,Image_16,PB1
,,,,,,,,57.22164,8.535622699,0,Image_16,PB1
,,,,,,,,247,17.73387063,0,Image_16,PB1
,,,,,,,,61.3089,8.835208878,0,Image_16,PB1
,,,,,,,,158,14.1835062,2.966022175,Image_16,PB1
,,,,,,,,45,7.569397566,5.19824E-01,Image_16,PB1
,,,,,,,,43.869924,7.473748863,3.477911329,Image_16,PB1
,,,,,,,,135,13.11058117,0,Image_16,PB1
,,,,,,,,65.941128,9.162906296,1.136026053,Image_16,PB1
,,,,,,,,65.941128,9.162906296,3.32995E-01,Image_16,PB1
,,,,,,,,8.719488,3.331965926,2.46634669,Image_16,PB1
,,,,,,,,245,17.66192765,0,Image_16,PB1
,,,,,,,,56.404188,8.474434651,5.408712769,Image_16,PB1
,,,,,,,,51.77196,8.118996661,0,Image_16,PB1
,,,,,,,,218,16.66031875,0,Image_16,PB1
,,,,,,,,68.665968,9.350306189,0,Image_16,PB1
,,,,,,,,318,20.12188299,0,Image_16,PB1
,,,,,,,,286,19.08262324,0,Image_16,PB1
,,,,,,,,65.668644,9.143955074,2.66268E-01,Image_16,PB1
,,,,,,,,11.989296,3.907076373,0,Image_16,PB1
,,,,,,,,235,17.29772508,0,Image_16,PB1
,,,,,,,,203,16.07692842,0,Image_16,PB1
,,,,,,,,80.110296,10.09948498,0,Image_16,PB1
,,,,,,,,72.753228,9.624566842,0,Image_16,PB1
,,,,,,,,296,19.41336924,0,Image_16,PB1
,,,,,,,,36.78534,6.843723369,0,Image_16,PB1
,,,,,,,,53.13438,8.225131841,0,Image_17,PB1
,,,,,,,,74.660616,9.749915319,2.74193E-02,Image_17,PB1
,,,,,,,,69.210936,9.38733725,0,Image_17,PB1
,,,,,,,,175,14.9270533,0,Image_17,PB1
,,,,,,,,62.67132,8.93283846,0,Image_17,PB1
,,,,,,,,44.95986,7.566020862,4.1908965,Image_17,PB1
,,,,,,,,15.259104,4.407776608,6.435076664,Image_17,PB1
,,,,,,,,1.089936,1.17802785,8.54117E-01,Image_17,PB1
,,,,,,,,49.04712,7.902451059,0,Image_17,PB1
,,,,,,,,73.843164,9.696392964,4.809500285,Image_17,PB1
,,,,,,,,47.957184,7.814152745,5.49707E-01,Image_17,PB1
,,,,,,,,55.041768,8.371460782,0,Image_17,PB1
,,,,,,,,222,16.81247093,0,Image_17,PB1
,,,,,,,,259,18.1595441,0,Image_17,PB1
,,,,,,,,74.660616,9.749915319,0,Image_17,PB1
,,,,,,,,258,18.12445317,0,Image_17,PB1
,,,,,,,,198,15.87770229,0,Image_17,PB1
,,,,,,,,43.869924,7.473748863,0,Image_17,PB1
,,,,,,,,51.499476,8.097602693,0,Image_17,PB1
,,,,,,,,51.77196,8.118996661,5.397946285,Image_17,PB1
,,,,,,,,68.121,9.313127886,0,Image_17,PB1
,,,,,,,,66.486096,9.200691637,10.40968291,Image_17,PB1
,,,,,,,,61.3089,8.835208878,0,Image_17,PB1
,,,,,,,,234,17.26088218,0,Image_17,PB1
,,,,,,,,69.48342,9.405798108,4.774377579,Image_17,PB1
,,,,,,,,36.512856,6.818329132,NA,Image_17,PB1
,,,,,,,,45.504828,7.611737416,1.38791E-01,Image_17,PB1
,,,,,,,,37.875276,6.944371762,0,Image_17,PB1
,,,,,,,,129.974868,12.86425831,1.48783535,Image_17,PB1
,,,,,,,,27.2484,5.890139252,0,Image_17,PB1
,,,,,,,,133,13.01310338,0,Image_17,PB1
,,,,,,,,105,11.56244577,0,Image_17,PB1
,,,,,,,,26.430948,5.801114393,6.069705895,Image_17,PB1
,,,,,,,,0.272484,5.89014E-01,0,Image_17,PB1
,,,,,,,,181,15.1807891,0,Image_17,PB1
,,,,,,,,42.507504,7.356781568,0,Image_17,PB1
,,,,,,,,189,15.51264884,0,Image_17,PB1
,,,,,,,,129,12.81592374,0,Image_18,PB1
,,,,,,,,195,15.75695755,0,Image_18,PB1
,,,,,,,,180,15.13879513,2.740850191,Image_18,PB1
,,,,,,,,181,15.1807891,0,Image_18,PB1
,,,,,,,,2,1.595769122,0,Image_18,PB1
,,,,,,,,169,14.66892917,0,Image_18,PB1
,,,,,,,,150,13.81976598,6.462366155,Image_18,PB1
,,,,,,,,57.494124,8.555921474,0,Image_18,PB1
,,,,,,,,147,13.68087033,0,Image_18,PB1
,,,,,,,,162,14.36192209,5.480005368,Image_18,PB1
,,,,,,,,1.089936,1.17802785,0,Image_18,PB1
,,,,,,,,233,17.22396046,0,Image_18,PB1
,,,,,,,,108.9936,11.7802785,0,Image_18,PB1
,,,,,,,,91.28214,10.78072495,3.730932915,Image_18,PB1
,,,,,,,,199,15.917747,0,Image_18,PB1
,,,,,,,,203,16.07692842,0,Image_18,PB1
,,,,,,,,138,13.25545387,2.890233701,Image_18,PB1
,,,,,,,,65.39616,9.124964492,0,Image_18,PB1
,,,,,,,,55.314252,8.392156638,0,Image_18,PB1
,,,,,,,,155,14.04820734,1.458017285,Image_18,PB1
,,,,,,,,159,14.22831992,0,Image_18,PB1
,,,,,,,,191,15.59451035,0,Image_18,PB1
,,,,,,,,190,15.55363345,0,Image_18,PB1
,,,,,,,,247,17.73387063,0,Image_18,PB1
,,,,,,,,220,16.73656774,0,Image_18,PB1
,,,,,,,,203,16.07692842,0,Image_18,PB1
,,,,,,,,41.962536,7.309470585,9.603547702,Image_18,PB1
,,,,,,,,48.774636,7.880469233,1.843486523,Image_18,PB1
,,,,,,,,222,16.81247093,0,Image_18,PB1
,,,,,,,,60.218964,8.756321506,0,Image_18,PB1
,,,,,,,,179,15.09668435,0,Image_18,PB1
,,,,,,,,73.298196,9.660546657,0,Image_18,PB1
,,,,,,,,46.867248,7.724845209,1.365023131,Image_18,PB1
,,,,,,,,13.351716,4.123097477,6.26806E-01,Image_18,PB1
,,,,,,,,38,6.955796338,1.03631106,Image_18,PB1
,,,,,,,,16.34904,4.562482246,2.585086624,Image_18,PB1
,,,,,,,,74.660616,9.749915319,0,Image_18,PB1
,,,,,,,,282,18.94870844,1.364113043,Image_18,PB1
,,,,,,,,46.594764,7.702356529,0,Image_18,PB1
,,,,,,,,34.877952,6.663931852,0,Image_0,PB2
,,,,,,,,206,16.19528778,0,Image_0,PB2
,,,,,,,,220,16.73656774,0,Image_0,PB2
,,,,,,,,0.817452,1.020202045,5.401218273,Image_0,PB2
,,,,,,,,17.983944,4.785171749,2.435005289,Image_0,PB2
,,,,,,,,43.869924,7.473748863,0,Image_0,PB2
,,,,,,,,56.404188,8.474434651,3.93573E-02,Image_0,PB2
,,,,,,,,38.420244,6.994152842,4.127352778,Image_0,PB2
,,,,,,,,68.665968,9.350306189,0,Image_0,PB2
,,,,,,,,220,16.73656774,0,Image_0,PB2
,,,,,,,,49.864572,7.96803269,0,Image_0,PB2
,,,,,,,,39.237696,7.068167103,2.60597E-02,Image_0,PB2
,,,,,,,,22.343688,5.333747945,3.99101E-01,Image_0,PB2
,,,,,,,,53.679348,8.267204401,1.522227725,Image_0,PB2
,,,,,,,,151,13.86575534,5.369091211,Image_0,PB2
,,,,,,,,18.256428,4.821286766,3.118542704,Image_0,PB2
,,,,,,,,13.351716,4.123097477,12.80551499,Image_0,PB2
,,,,,,,,7.902036,3.171937061,4.632869919,Image_0,PB2
,,,,,,,,56.676672,8.494879637,0,Image_0,PB2
,,,,,,,,227,17.00074636,0,Image_0,PB2
,,,,,,,,119.347992,12.32714821,3.754587337,Image_0,PB2
,,,,,,,,5.722164,2.699200898,3.422001797,Image_0,PB2
,,,,,,,,100.001628,11.28388352,7.417347575,Image_0,PB2
,,,,,,,,37.875276,6.944371762,9.04873E-01,Image_0,PB2
,,,,,,,,104,11.50725478,5.837826887,Image_0,PB2
,,,,,,,,108,11.72646029,0,Image_0,PB2
,,,,,,,,107.903664,11.72122912,6.336500498,Image_0,PB2
,,,,,,,,84,10.34176589,NA,Image_0,PB2
,,,,,,,,225,16.92568751,0,Image_0,PB2
,,,,,,,,70.84584,9.497564165,0,Image_0,PB2
,,,,,,,,314,19.99492978,0,Image_0,PB2
,,,,,,,,65.668644,9.143955074,2.677553468,Image_0,PB2
,,,,,,,,1,1.128379167,3.16637197,Image_0,PB2
,,,,,,,,45,7.569397566,0,Image_0,PB2
,,,,,,,,11.989296,3.907076373,NA,Image_1,PB2
,,,,,,,,8,3.191538243,2.679702487,Image_1,PB2
,,,,,,,,67.576032,9.27580057,7.100154063,Image_1,PB2
,,,,,,,,38.420244,6.994152842,0,Image_1,PB2
,,,,,,,,63.488772,8.99090736,0,Image_1,PB2
,,,,,,,,60.491448,8.776109828,1.144135835,Image_1,PB2
,,,,,,,,76.023036,9.838472226,0,Image_1,PB2
,,,,,,,,152,13.91159268,0,Image_1,PB2
,,,,,,,,112,11.94164264,6.06213E-01,Image_1,PB2
,,,,,,,,38.420244,6.994152842,0,Image_1,PB2
,,,,,,,,108,11.72646029,0,Image_1,PB2
,,,,,,,,68,9.304852983,0,Image_1,PB2
,,,,,,,,23.16114,5.43044007,1.034864118,Image_1,PB2
,,,,,,,,17.983944,4.785171749,1.230035308,Image_1,PB2
,,,,,,,,29.428272,6.121212269,1.834136587,Image_1,PB2
,,,,,,,,32.970564,6.479153177,9.714257086,Image_1,PB2
,,,,,,,,43.869924,7.473748863,0,Image_1,PB2
,,,,,,,,32.153112,6.398328976,0,Image_1,PB2
,,,,,,,,237,17.37117647,2.112294668,Image_1,PB2
,,,,,,,,64.306224,9.048603614,1.221217056,Image_1,PB2
,,,,,,,,55.586736,8.412801581,5.77628E-01,Image_1,PB2
,,,,,,,,"40,00",7.136496465,0,Image_1,PB2
,,,,,,,,"362,00",21.46887783,0,Image_1,PB2
,,,,,,,,80.655264,10.13377874,9.475959772,Image_1,PB2
,,,,,,,,55.85922,8.433395985,5.039424194,Image_1,PB2
,,,,,,,,1.36242,1.317075176,5.488483283,Image_1,PB2
,,,,,,,,49.04712,7.902451059,1.531178121,Image_1,PB2
,,,,,,,,"6,00",2.763953196,1.194428613,Image_1,PB2
,,,,,,,,"172,00",14.79855404,1.622365312,Image_1,PB2
,,,,,,,,57.766608,8.576172204,0,Image_1,PB2
,,,,,,,,"227,00",17.00074636,0,Image_1,PB2
,,,,,,,,51.499476,8.097602693,0,Image_1,PB2
,,,,,,,,"167,00",14.58187244,0,Image_1,PB2
,,,,,,,,"158,00",14.1835062,0,Image_1,PB2
,,,,,,,,18.801396,4.892717127,8.260999679,Image_2,PB2
,,,,,,,,88.5573,10.61859955,0,Image_2,PB2
,,,,,,,,49.864572,7.96803269,0,Image_2,PB2
,,,,,,,,52.589412,8.182842965,0,Image_2,PB2
,,,,,,,,98.366724,11.19126458,NA,Image_2,PB2
,,,,,,,,138.694356,13.28875986,NA,Image_2,PB2
,,,,,,,,"344,00",20.92831583,NA,Image_2,PB2
,,,,,,,,168.667596,14.654496,NA,Image_2,PB2
,,,,,,,,129.974868,12.86425831,0,Image_2,PB2
,,,,,,,,38.965212,7.043582099,3.746028382,Image_2,PB2
,,,,,,,,51.226992,8.076152052,0,Image_2,PB2
,,,,,,,,"197,00",15.83755632,0,Image_2,PB2
,,,,,,,,46.867248,7.724845209,0,Image_2,PB2
,,,,,,,,"221,00",16.77456227,0,Image_2,PB2
,,,,,,,,"225,00",16.92568751,0,Image_2,PB2
,,,,,,,,57.766608,8.576172204,0,Image_2,PB2
,,,,,,,,69.48342,9.405798108,6.528313911,Image_2,PB2
,,,,,,,,50.682024,8.033078934,0,Image_2,PB2
,,,,,,,,50.682024,8.033078934,0,Image_2,PB2
,,,,,,,,41.690052,7.285699886,0,Image_2,PB2
,,,,,,,,114.44328,12.07119338,7.79616E-01,Image_2,PB2
,,,,,,,,76.840488,9.891225807,0,Image_2,PB2
,,,,,,,,"202,00",16.03728119,0,Image_2,PB2
,,,,,,,,48.502152,7.858425919,0,Image_2,PB2
,,,,,,,,"279,00",18.84764794,0,Image_2,PB2
,,,,,,,,"309,00",19.83509565,0,Image_2,PB2
,,,,,,,,51.226992,8.076152052,8.382410425,Image_2,PB2
,,,,,,,,20.163816,5.066889372,1.940922483,Image_2,PB2
,,,,,,,,5.44968,2.634150353,4.063843116,Image_2,PB2
,,,,,,,,32.69808,6.452324271,0,Image_2,PB2
,,,,,,,,25.88598,5.740997595,4.82321362,Image_3,PB2
,,,,,,,,"61,00",8.812923024,2.688485054,Image_3,PB2
,,,,,,,,"3,00",1.954410048,6.503632656,Image_3,PB2
,,,,,,,,28.338336,6.006786997,1.108060155,Image_3,PB2
,,,,,,,,22.888656,5.398401795,2.47051E-01,Image_3,PB2
,,,,,,,,16.894008,4.637900285,1.010242373,Image_3,PB2
,,,,,,,,16.621524,4.600345819,6.020118578,Image_3,PB2
,,,,,,,,28.61082,6.035596692,0,Image_3,PB2
,,,,,,,,"137,00",13.20733954,NA,Image_3,PB2
,,,,,,,,56.404188,8.474434651,5.33228E-01,Image_3,PB2
,,,,,,,,53.406864,8.246194953,0,Image_3,PB2
,,,,,,,,"210,00",16.35176762,0,Image_3,PB2
,,,,,,,,56.404188,8.474434651,0,Image_3,PB2
,,,,,,,,50.137056,7.989773611,0,Image_3,PB2
,,,,,,,,"256,00",18.05406667,0,Image_3,PB2
,,,,,,,,79.565328,10.06507437,0,Image_3,PB2
,,,,,,,,89.647236,10.68374494,0,Image_3,PB2
,,,,,,,,"284,00",19.01578373,0,Image_3,PB2
,,,,,,,,59.673996,8.716610092,3.86484E-01,Image_3,PB2
,,,,,,,,62.67132,8.93283846,0,Image_3,PB2
,,,,,,,,50.954508,8.054644286,0,Image_3,PB2
,,,,,,,,46.049796,7.657181028,6.985295722,Image_3,PB2
,,,,,,,,51.77196,8.118996661,2.27939E-01,Image_3,PB2
,,,,,,,,57.22164,8.535622699,5.14878E-01,Image_3,PB2
,,,,,,,,58.311576,8.616530884,4.46293E-01,Image_3,PB2
,,,,,,,,40.600116,7.189831237,0,Image_3,PB2
,,,,,,,,34.605468,6.637849827,0,Image_3,PB2
,,,,,,,,"121,00",12.41217084,0,Image_3,PB2
,,,,,,,,39.237696,7.068167103,0,Image_3,PB2
,,,,,,,,"216,00",16.58371917,0,Image_3,PB2
,,,,,,,,49.864572,7.96803269,0,Image_3,PB2
,,,,,,,,"212,00",16.42944867,0,Image_3,PB2
,,,,,,,,0.544968,8.32991E-01,2.104846196,Image_3,PB2
,,,,,,,,"156,00",14.09345128,0,Image_3,PB2
,,,,,,,,39.237696,7.068167103,0,Image_3,PB2
,,,,,,,,37.057824,6.869023727,0,Image_3,PB2
,,,,,,,,47.412216,7.769627296,0,Image_3,PB2
,,,,,,,,56.404188,8.474434651,7.64105238,Image_3,PB2
,,,,,,,,27.2484,5.890139252,0,Image_3,PB2
,,,,,,,,35.42292,6.715792026,3.863440073,Image_4,PB2
,,,,,,,,25.88598,5.740997595,4.027444246,Image_4,PB2
,,,,,,,,85.287492,10.4207201,4.835677783,Image_4,PB2
,,,,,,,,72.480744,9.606526401,0,Image_4,PB2
,,,,,,,,91.827108,10.81285833,7.80298E-01,Image_4,PB2
,,,,,,,,100.81908,11.32990907,0,Image_4,PB2
,,,,,,,,91.28214,10.78072495,0,Image_4,PB2
,,,,,,,,"307,00",19.77080019,0,Image_4,PB2
,,,,,,,,110.35602,11.85367659,4.965838923,Image_4,PB2
,,,,,,,,"19,00",4.918490759,5.595879397,Image_4,PB2
,,,,,,,,126.70506,12.70141303,NA,Image_4,PB2
,,,,,,,,"356,00",21.29021554,0,Image_4,PB2
,,,,,,,,0.272484,5.89014E-01,3.496482439,Image_4,PB2
,,,,,,,,21.526236,5.235270282,0,Image_4,PB2
,,,,,,,,79.565328,10.06507437,0,Image_4,PB2
,,,,,,,,65.123676,9.105934306,0,Image_4,PB2
,,,,,,,,73.298196,9.660546657,0,Image_4,PB2
,,,,,,,,67.031064,9.238322435,0,Image_4,PB2
,,,,,,,,61.853868,8.874389598,0,Image_4,PB2
,,,,,,,,76.568004,9.873672597,0,Image_4,PB2
,,,,,,,,65.123676,9.105934306,0,Image_4,PB2
,,,,,,,,50.954508,8.054644286,0,Image_4,PB2
,,,,,,,,42.23502,7.333164231,0,Image_4,PB2
,,,,,,,,36.78534,6.843723369,3.68979E-01,Image_4,PB2
,,,,,,,,"106,00",11.61737456,6.67273E-01,Image_4,PB2
,,,,,,,,23.433624,5.462290431,5.900107526,Image_4,PB2
,,,,,,,,"213,00",16.46815178,0,Image_4,PB2
,,,,,,,,27.2484,5.890139252,7.556476913,Image_4,PB2
,,,,,,,,38.965212,7.043582099,0,Image_4,PB2
,,,,,,,,"110,00",11.83454055,0,Image_4,PB2
,,,,,,,,18.801396,4.892717127,1.723320896,Image_4,PB2
,,,,,,,,"100,00",11.28379167,0,Image_4,PB2
,,,,,,,,37.057824,6.869023727,1.702484937,Image_4,PB2
,,,,,,,,25.068528,5.649623101,1.367052848,Image_4,PB2
,,,,,,,,23.978592,5.525440395,0,Image_4,PB2
,,,,,,,,"116,00",12.15301556,0,Image_5,PB2
,,,,,,,,42.507504,7.356781568,1.379509597,Image_5,PB2
,,,,,,,,50.954508,8.054644286,8.00233E-01,Image_5,PB2
,,,,,,,,44.95986,7.566020862,2.33802E-02,Image_5,PB2
,,,,,,,,37.057824,6.869023727,0,Image_5,PB2
,,,,,,,,"173,00",14.84151075,0,Image_5,PB2
,,,,,,,,"153,00",13.95727948,NA,Image_5,PB2
,,,,,,,,"364,00",21.52810243,0,Image_5,PB2
,,,,,,,,"135,00",13.11058117,0,Image_5,PB2
,,,,,,,,37.057824,6.869023727,3.39453E-01,Image_5,PB2
,,,,,,,,38.692728,7.018910983,0,Image_5,PB2
,,,,,,,,"158,00",14.1835062,0,Image_5,PB2
,,,,,,,,"187,00",15.43035304,0,Image_5,PB2
,,,,,,,,47.412216,7.769627296,5.490352744,Image_5,PB2
,,,,,,,,60.491448,8.776109828,3.616039442,Image_5,PB2
,,,,,,,,29.97324,6.177630165,0,Image_5,PB2
,,,,,,,,29.155788,6.092807419,0,Image_5,PB2
,,,,,,,,"89,00",10.64510777,0,Image_5,PB2
,,,,,,,,26.703432,5.83094037,0,Image_5,PB2
,,,,,,,,"83,00",10.28002345,9.97947E-01,Image_5,PB2
,,,,,,,,"71,00",9.507891863,0,Image_5,PB2
,,,,,,,,24.796044,5.618834735,7.96386E-01,Image_5,PB2
,,,,,,,,43.052472,7.403790235,4.80688E-01,Image_5,PB2
,,,,,,,,29.155788,6.092807419,9.65862E-01,Image_5,PB2
,,,,,,,,26.430948,5.801114393,0,Image_5,PB2
,,,,,,,,"114,00",12.04779267,0,Image_5,PB2
,,,,,,,,19.346364,4.963119552,2.746818697,Image_5,PB2
,,,,,,,,38.420244,6.994152842,6.77518E-01,Image_5,PB2
,,,,,,,,20.708784,5.134904353,6.862988529,Image_5,PB2
,,,,,,,,27.520884,5.919516688,0,Image_5,PB2
,,,,,,,,"109,00",11.78062436,0,Image_5,PB2
,,,,,,,,38.692728,7.018910983,3.95862E-01,Image_5,PB2
,,,,,,,,51.77196,8.118996661,6.29166E-01,Image_5,PB2
,,,,,,,,44.95986,7.566020862,0,Image_5,PB2
,,,,,,,,"106,00",11.61737456,0,Image_5,PB2
,,,,,,,,22.616172,5.366172243,5.85949E-01,Image_5,PB2
,,,,,,,,29.428272,6.121212269,7.07568E-01,Image_5,PB2
,,,,,,,,30.790692,6.261303911,7.40925E-01,Image_5,PB2
,,,,,,,,37.875276,6.944371762,0,Image_5,PB2
,,,,,,,,"108,00",11.72646029,0,Image_6,PB2
,,,,,,,,20.981268,5.168576218,3.711509371,Image_6,PB2
,,,,,,,,"43,00",7.39927702,7.049343503,Image_6,PB2
,,,,,,,,"58,00",8.593479714,6.806451698,Image_6,PB2
,,,,,,,,41.962536,7.309470585,3.020424859,Image_6,PB2
,,,,,,,,"100,00",11.28379167,1.510250424,Image_6,PB2
,,,,,,,,93.189528,10.89277707,4.293797413,Image_6,PB2
,,,,,,,,"38,00",6.955796338,NA,Image_6,PB2
,,,,,,,,55.041768,8.371460782,0,Image_6,PB2
,,,,,,,,52.316928,8.161616359,0,Image_6,PB2
,,,,,,,,"183,00",15.26443044,0,Image_6,PB2
,,,,,,,,"224,00",16.88803298,3.052668286,Image_6,PB2
,,,,,,,,63.216288,8.971592821,0,Image_6,PB2
,,,,,,,,"61,00",8.812923024,1.84899873,Image_6,PB2
,,,,,,,,12.806748,4.038076026,0,Image_6,PB2
,,,,,,,,"284,00",19.01578373,0,Image_6,PB2
,,,,,,,,19.891332,5.032537183,1.61814E-01,Image_6,PB2
,,,,,,,,41.962536,7.309470585,0,Image_6,PB2
,,,,,,,,50.137056,7.989773611,0,Image_6,PB2
,,,,,,,,"145,00",13.58748446,0,Image_6,PB2
,,,,,,,,32.153112,6.398328976,0,Image_6,PB2
,,,,,,,,35.695404,6.741572512,2.01608E-01,Image_6,PB2
,,,,,,,,85.287492,10.4207201,0,Image_6,PB2
,,,,,,,,"78,00",9.96557497,7.08392E-01,Image_6,PB2
,,,,,,,,26.430948,5.801114393,5.886278651,Image_6,PB2
,,,,,,,,59.401512,8.696686386,0,Image_6,PB2
,,,,,,,,42.507504,7.356781568,0,Image_6,PB2
,,,,,,,,51.226992,8.076152052,1.06405E-01,Image_6,PB2
,,,,,,,,40.327632,7.165663668,0,Image_6,PB2
,,,,,,,,"168,00",14.62546558,1.130385914,Image_6,PB2
,,,,,,,,12.806748,4.038076026,4.346544348,Image_6,PB2
,,,,,,,,12.806748,4.038076026,5.205622352,Image_6,PB2
,,,,,,,,23.16114,5.43044007,0,Image_6,PB2
,,,,,,,,54.769284,8.350713636,1.556044744,Image_6,PB2
,,,,,,,,110.083536,11.83903338,0,Image_6,PB2
,,,,,,,,"50,00",7.978845608,0,Image_6,PB2
,,,,,,,,87.739848,10.569477,0,Image_6,PB2
,,,,,,,,59.673996,8.716610092,0,Image_7,PB2
,,,,,,,,56.676672,8.494879637,NA,Image_7,PB2
,,,,,,,,56.949156,8.515275536,10.8783552,Image_7,PB2
,,,,,,,,7.084584,3.003393498,3.044241355,Image_7,PB2
,,,,,,,,68.938452,9.368840016,0,Image_7,PB2
,,,,,,,,"236,00",17.33448968,0,Image_7,PB2
,,,,,,,,"159,00",14.22831992,0,Image_7,PB2
,,,,,,,,85.015008,10.40406027,0,Image_7,PB2
,,,,,,,,"293,00",19.31474014,0,Image_7,PB2
,,,,,,,,79.565328,10.06507437,13.14143287,Image_7,PB2
,,,,,,,,3.814776,2.203888304,9.788215597,Image_7,PB2
,,,,,,,,107.358696,11.69159259,0,Image_7,PB2
,,,,,,,,104.633856,11.54226855,0,Image_7,PB2
,,,,,,,,"338,00",20.74499858,0,Image_7,PB2
,,,,,,,,"296,00",19.41336924,0,Image_7,PB2
,,,,,,,,"118,00",12.2573352,6.76914E-01,Image_7,PB2
,,,,,,,,26.703432,5.83094037,7.01276E-01,Image_7,PB2
,,,,,,,,"232,00",17.18695943,0,Image_7,PB2
,,,,,,,,40.055148,7.141414314,5.143284939,Image_7,PB2
,,,,,,,,21.253752,5.202030135,2.0197519,Image_7,PB2
,,,,,,,,44.95986,7.566020862,6.123220022,Image_7,PB2
,,,,,,,,52.044444,8.140334403,5.18519974,Image_7,PB2
