Tile_ID,File_ID,Centroid_X,Centroid_Y,Aire,Diamètre_équivalent
Image_13,4,285.6841294298921,395.7565485362096,649.0,28.745999104799274
Image_13,4,253.71341463414635,399.5487804878049,328.0,20.435815879801165
Image_13,4,267.6829268292683,396.1219512195122,41.0,7.225151993843567
Image_13,4,251.46309032553873,399.346171480972,,
Image_13,4,316.6975425330813,398.66351606805296,529.0,25.95272084319679
Image_13,4,287.752185211434,394.48712497047006,,
Image_13,4,351.126582278481,396.34177215189874,316.0,20.0585068271871
Image_13,4,284.54829545454544,398.48579545454544,352.0,21.17026971360491
Image_13,4,380.7705544933078,392.2332695984704,523.0,25.805121233904135
Image_13,4,380.6043165467626,392.9640287769784,278.0,18.81384047546846
Image_13,4,408.1007194244604,391.1486810551559,417.0,23.04215463350949
Image_13,4,407.52272727272725,392.4772727272728,220.0,16.73656774376801
Image_13,4,408.483870967742,390.1008064516129,496.0,25.13019725725687
Image_13,4,432.6782945736434,390.90697674418607,258.0,18.12445316531431
Image_13,4,446.8666666666667,386.9666666666666,60.0,8.740387444736633
Image_13,4,461.7743902439024,390.5670731707317,328.0,20.435815879801165
Image_13,4,493.32485875706215,388.8870056497176,354.0,21.23032733700184
Image_13,4,520.6697674418605,387.47441860465113,215.0,16.545286401814263
Image_13,4,541.2018348623853,387.4770642201835,218.0,16.66031874701878
Image_13,4,540.5496688741722,387.3112582781457,151.0,13.86575534383214
Image_13,4,563.7952218430034,386.80204778157,293.0,19.314740138231286
Image_13,4,563.4983498349835,386.6600660066007,303.0,19.64157789116634
Image_13,4,593.3130841121496,385.4883177570093,428.0,23.34408972623798
Image_13,4,596.310101010101,382.76531986531984,,
Image_13,4,592.5704225352113,386.5598591549296,284.0,19.015783725757565
Image_13,4,623.7994858611826,386.19537275064266,389.0,22.255115881567058
Image_13,4,623.4355828220858,386.22085889570553,326.0,20.37341629633241
Image_13,4,294.9183673469388,392.3673469387755,49.0,7.898654169668588
Image_13,4,243.0,402.0,,
Image_13,4,240.82608695652172,398.18840579710144,69.0,9.373021315815206
Image_13,4,223.49244712990935,401.49848942598186,331.0,20.529059630371258
Image_13,4,243.0,396.0,,
Image_13,4,197.18861209964413,402.8434163701068,281.0,18.91508160359296
Image_13,4,172.80232558139534,404.5697674418605,258.0,18.12445316531431
Image_13,4,148.78040540540542,406.5506756756757,296.0,19.413369239820483
Image_13,4,115.43478260869566,405.0217391304348,46.0,7.653039857325812
Image_13,4,117.0,403.0,,
Image_13,4,125.3768115942029,407.5543478260869,276.0,18.746042631630413
Image_13,4,123.41632278771205,404.84685923888117,,
Image_13,4,101.2872340425532,410.1737588652482,282.0,18.948708441878455
Image_13,4,77.67164179104478,410.4141791044776,268.0,18.47236308621676
Image_13,4,54.72727272727273,409.22474747474746,396.0,22.45446191105733
Image_13,4,54.72941176470588,411.0745098039216,255.0,18.01877032173579
Image_13,4,31.5632183908046,411.4827586206897,261.0,18.229523339239496
Image_13,4,6.570422535211268,412.59154929577466,284.0,19.015783725757565
Image_13,4,86.94117647058823,397.7450980392157,102.0,11.396070970426017
Image_13,4,65.84615384615384,399.6923076923077,26.0,5.753627391751592
Image_13,4,121.1,394.75714285714287,70.0,9.440697438826296
Image_13,4,119.20634920634919,399.6349206349206,,
Image_13,4,62.88593155893536,396.91740599915505,,
Image_13,4,86.62745098039215,396.1960784313725,51.0,8.058239062071396
Image_13,4,135.1818181818182,394.5681818181818,44.0,7.48482063701911
Image_13,4,124.0,398.0,,
