Tile_ID,File_ID,Centroid_X,Centroid_Y,Aire,Diamètre_équivalent
Image_8,12,269.9860279441117,445.7844311377245,501.0,25.25654394235911
Image_8,12,292.29855072463766,446.7855072463768,345.0,20.958712816717327
Image_8,12,243.982683982684,439.3766233766234,462.0,24.253590861306396
Image_8,12,270.28248587570624,443.4265536723164,354.0,21.23032733700184
Image_8,12,215.45901639344265,440.775956284153,366.0,21.587164551489145
Image_8,12,277.0263157894737,443.62280701754383,114.0,12.047792665040703
Image_8,12,268.3192488262911,444.51173708920186,213.0,16.46815177937675
Image_8,12,189.3507246376812,437.1304347826087,345.0,20.958712816717327
Image_8,12,221.0,432.0,,
Image_8,12,166.85239852398524,435.8450184501845,271.0,18.575465448360347
Image_8,12,145.2116402116402,432.5396825396825,378.0,21.938198374294355
Image_8,12,120.26829268292684,431.5894308943089,246.0,17.697935698969246
Image_8,12,96.89273356401384,432.2179930795848,289.0,19.182445840623714
Image_8,12,74.05211726384364,431.6775244299674,307.0,19.77080019204319
Image_8,12,104.49152542372882,425.3050847457627,59.0,8.667244841319219
Image_8,12,50.43401759530792,429.466275659824,341.0,20.83685880248485
Image_8,12,103.97674418604652,425.4186046511628,43.0,7.399277020331919
Image_8,12,136.0,421.0,,
Image_8,12,137.0,420.0,,
Image_8,12,138.0,425.0,,
Image_8,12,138.0,419.0,,
Image_8,12,144.0,420.0,,
Image_8,12,158.82978723404256,414.2198581560284,141.0,13.398760233979036
Image_8,12,158.08823529411765,416.7941176470589,34.0,6.579524642479541
Image_8,12,177.76497695852535,415.5299539170507,217.0,16.622063085174787
Image_8,12,139.0,418.0,,
Image_8,12,140.26530612244898,420.4489795918368,49.0,7.898654169668588
Image_8,12,140.0,417.0,,
Image_8,12,109.19753086419752,409.0,324.0,20.310825007719227
Image_8,12,137.25259515570934,410.1937716262976,289.0,19.182445840623714
Image_8,12,81.5,413.5,16.0,4.51351666838205
Image_8,12,84.07553956834532,408.0863309352518,278.0,18.81384047546846
Image_8,12,59.766917293233085,409.32706766917295,266.0,18.403307281560924
Image_8,12,52.27272727272727,409.9242424242424,66.0,9.166995688475081
Image_8,12,64.77464788732394,410.5211267605634,71.0,9.507891862878783
Image_8,12,39.04123711340206,410.1340206185567,194.0,15.716503163191918
Image_8,12,6.0,417.0,,
Image_8,12,7.0,418.0,,
Image_8,12,12.483116883116883,408.9974025974026,385.0,22.140398025397776
Image_8,12,25.719298245614038,409.6666666666667,57.0,8.51907589177983
Image_8,12,18.785714285714285,420.32142857142856,28.0,5.970821321441846
Image_8,12,17.0,419.0,,
Image_8,12,16.0,420.0,,
Image_8,12,15.651549508692366,418.75018896447466,,
Image_8,12,18.0,418.0,,
Image_8,12,22.0,421.0,,
Image_8,12,3.732142857142857,418.4107142857143,56.0,8.444016491289505
Image_8,12,20.0,422.0,,
Image_8,12,15.0,421.0,,
Image_8,12,8.0,419.0,,
Image_8,12,9.0,420.0,,
Image_8,12,4.0,422.0,,
Image_8,12,17.5,423.0,,
Image_8,12,202.2913385826772,415.7322834645669,254.0,17.983404693292407
Image_8,12,206.94444444444449,411.4537037037037,108.0,11.726460285670077
Image_8,12,207.0,422.0,,
Image_8,12,206.0,423.0,,
