Tile_ID,File_ID,Centroid_X,Centroid_Y,Aire,Diamètre_équivalent
Image_14,27,438.4281842818429,444.6341463414634,369.0,21.675455981530703
Image_14,27,438.4281842818429,444.6341463414634,369.0,21.675455981530703
Image_14,27,467.1095890410959,444.7260273972603,146.0,13.63425735166143
Image_14,27,433.1444897959184,452.6024489795918,,
Image_14,27,438.8056537102473,443.530035335689,283.0,18.982275710779543
Image_14,27,434.5,454.0,,
Image_14,27,492.5873015873016,444.0952380952381,126.0,12.666024736934256
Image_14,27,513.440251572327,442.9937106918239,159.0,14.228319915326999
Image_14,27,536.7517730496454,439.4539007092199,141.0,13.398760233979036
Image_14,27,558.1437125748503,439.08383233532936,167.0,14.581872443920643
Image_14,27,582.8939393939394,438.8888888888889,198.0,15.877702285203682
Image_14,27,604.9859154929577,437.1197183098592,142.0,13.446189622059965
Image_14,27,624.3650793650794,436.1428571428572,126.0,12.666024736934256
Image_14,27,406.3076923076923,462.86013986013984,143.0,13.493452297211721
Image_14,27,426.7236842105263,462.3815789473685,304.0,19.67396303746374
Image_14,27,448.218085106383,463.23936170212767,188.0,15.471555655790098
Image_14,27,475.2163120567376,460.2411347517731,282.0,18.948708441878455
Image_14,27,502.6639344262295,459.2663934426229,244.0,17.625846048215095
Image_14,27,529.6044444444444,455.1911111111111,225.0,16.925687506432688
Image_14,27,551.0142857142857,453.87142857142857,140.0,13.351162356249091
Image_14,27,571.4044943820224,454.8820224719101,178.0,15.054455784347004
Image_14,27,592.44,451.68,125.0,12.6156626101008
Image_14,27,615.1542056074767,451.5140186915888,214.0,16.50676414605009
Image_14,27,635.8352941176471,450.22352941176473,85.0,10.403141895720198
