Tile_ID,Mask_ID,Centroid_X,Centroid_Y,Area,Equivalent_Diameter,Corrected_CX,Corrected_CY,File_ID,Order,2p_Thickness
Image_14,129,536.2148760330579,223.900826446281,121,12.412170838050638,536.4137353433836,223.9363484087102,34,85,7.327657679902412
Image_14,276,549.9855072463768,240.67391304347825,138,13.255453865237978,549.6711111111111,240.64296296296294,34,86,0.09808179138969118
Image_14,276,549.9855072463768,240.67391304347825,138,13.255453865237978,549.7459807073955,240.70632368703104,34,87,7.18082120745774
Image_14,275,558.7314814814815,223.88888888888889,108,11.726460285670075,558.6723484848485,223.72916666666663,34,88,0.049666017299751
Image_14,275,558.7314814814815,223.88888888888889,108,11.726460285670075,558.7144808743169,223.7554644808743,34,89,8.20578327119296
Image_14,278,577.2564102564103,237.7025641025641,195,15.7569575497098,577.2530303030303,237.71363636363637,34,90,0.025688556691598495
Image_14,278,577.2564102564103,237.7025641025641,195,15.7569575497098,577.256862745098,237.68823529411765,34,91,3.765881793441947
Image_14,280,581.0133333333333,225.8,75,9.772050238058398,581.3540229885057,225.59770114942526,34,92,0.03209255416301025
Image_14,280,581.0133333333333,225.8,75,9.772050238058398,581.3716475095785,225.57088122605361,34,93,10.438796944174893
Image_14,272,605.7608695652174,235.98260869565215,230,17.112717355495807,605.6660130718953,236.00130718954247,34,94,0.05035781652671724
Image_14,272,605.7608695652174,235.98260869565215,230,17.112717355495807,605.6757877280265,235.95190713101158,34,95,9.84200341666201
Image_14,273,632.9508196721312,236.03825136612025,183,15.26443044094783,632.5176056338029,235.85211267605635,34,96,0.08982713624602598
Image_14,273,632.9508196721312,236.03825136612025,183,15.26443044094783,632.6037234042553,235.87765957446808,34,97,
Image_15,861,3.9361702127659575,7.070921985815603,141,13.398760233979036,4.333333333333333,7.375153751537515,46,0,0.12045013312421117
Image_15,861,3.9361702127659575,7.070921985815603,141,13.398760233979036,4.440917107583774,7.320987654320986,46,1,6.924805685869639
Image_15,21,20.88636363636364,10.971590909090908,176,14.96964127403822,20.976973684210527,10.927631578947368,46,2,0.006042263385077578
Image_15,21,20.88636363636364,10.971590909090908,176,14.96964127403822,20.977040816326532,10.933673469387756,46,3,7.734715485661166
Image_15,290,42.95,10.885,200,15.957691216057308,42.71104536489152,11.109467455621301,46,4,0.0387632724599485
Image_15,290,42.95,10.885,200,15.957691216057308,42.744961240310076,11.090697674418605,46,5,7.098967249520825
Image_15,288,64.78817733990148,12.123152709359609,203,16.07692842495848,64.82621722846442,11.975280898876404,46,6,0.028210816727196032
Image_15,288,64.78817733990148,12.123152709359609,203,16.07692842495848,64.8452041785375,11.954415954415955,46,7,5.4269070478555435
Image_15,291,86.26728110599079,13.377880184331795,217,16.622063085174787,86.21929824561403,13.457894736842105,46,8,0.03368645990803723
Image_15,291,86.26728110599079,13.377880184331795,217,16.622063085174787,86.25277777777777,13.454166666666667,46,9,6.911892567627888
Image_15,34,109.01190476190476,14.892857142857142,252,17.91246396432554,109.11296296296297,14.992592592592592,46,10,0.015122266802040152
Image_15,34,109.01190476190476,14.892857142857142,252,17.91246396432554,109.12614678899082,15.0,46,11,4.970356913509843
Image_15,369,128.23664122137404,14.717557251908396,131,12.914889870235298,128.09436834094367,14.715372907153728,46,12,0.015220655828100269
Image_15,369,128.23664122137404,14.717557251908396,131,12.914889870235298,128.10807736063708,14.708759954493742,46,13,4.686998199020124
Image_15,38,143.7753623188406,16.60144927536232,138,13.255453865237978,143.65185185185183,16.823703703703703,46,14,0.01740870785402653
Image_15,38,143.7753623188406,16.60144927536232,138,13.255453865237978,143.66556655665565,16.812981298129813,46,15,6.314744767821168
Image_15,372,163.98598130841123,17.6588785046729,214,16.50676414605009,163.96756756756756,17.532432432432433,46,16,0.007095797448502492
Image_15,372,163.98598130841123,17.6588785046729,214,16.50676414605009,163.97424892703862,17.530042918454935,46,17,6.460996790366366
Image_15,39,185.34131736526948,19.77245508982036,167,14.581872443920645,185.30344202898547,19.904891304347824,46,18,0.04448162290312661
