Tile_ID,File_ID,Centroid_X,Centroid_Y,Aire,Diamètre_équivalent
Image_0,22,275.8041775456919,220.62140992167105,383.0,22.082815618339236
Image_0,22,248.4170616113744,220.24644549763036,211.0,16.39065416446578
Image_0,22,300.8059701492537,226.44776119402985,134.0,13.061933202803933
Image_0,22,324.96086956521737,232.30869565217392,230.0,17.112717355495807
Image_0,22,276.5497382198953,222.36649214659687,191.0,15.594510349620345
Image_0,22,347.23423423423424,233.3783783783784,111.0,11.888212206450685
Image_0,22,373.36,240.02666666666667,225.0,16.925687506432688
Image_0,22,399.42767295597486,248.8679245283019,318.0,20.12188299403865
Image_0,22,430.5986394557823,248.19727891156464,147.0,13.680870333281758
Image_0,22,224.3728813559322,216.3954802259887,177.0,15.012108426804138
Image_0,22,279.0,231.0,,
Image_0,22,308.62295081967216,242.29508196721312,61.0,8.812923024107548
Image_0,22,274.2519083969466,240.3053435114504,131.0,12.914889870235298
Image_0,22,334.84615384615387,244.83516483516485,91.0,10.764051215546116
Image_0,22,291.4566473988439,242.95953757225436,173.0,14.841510746523857
Image_0,22,319.2586206896552,249.67241379310343,58.0,8.593479713983122
Image_0,22,318.979797979798,248.0909090909091,99.0,11.227230955528665
Image_0,22,349.0,257.0,,
Image_0,22,353.515923566879,250.15923566878985,314.0,19.994929783493642
Image_0,22,376.14814814814815,267.9259259259259,270.0,18.5411616971131
Image_0,22,352.54,258.2165217391304,,
Image_0,22,360.0,259.0,,
Image_0,22,327.8293838862559,261.6350710900474,211.0,16.39065416446578
Image_0,22,350.29411764705884,268.75113122171945,221.0,16.774562271083887
Image_0,22,354.5816326530612,260.1938775510204,98.0,11.170383851240114
Image_0,22,304.89,261.58,200.0,15.957691216057308
Image_0,22,284.9,262.0,150.0,13.81976597885342
Image_0,22,269.58620689655174,258.4729064039409,203.0,16.07692842495848
Image_0,22,249.14785992217895,252.8171206225681,257.0,18.089294154193436
Image_0,22,224.04577464788733,250.7887323943662,284.0,19.015783725757565
Image_0,22,199.38467522364837,240.3757292882147,,
Image_0,22,199.10031347962385,245.4326018808777,319.0,20.153496341094687
Image_0,22,170.75555555555556,240.4,225.0,16.925687506432688
Image_0,22,147.44736842105263,236.9894736842105,190.0,15.553633450087505
Image_0,22,125.36974789915966,230.2058823529412,238.0,17.407785949022028
Image_0,22,102.9438775510204,227.3367346938776,196.0,15.797308339337176
Image_0,22,79.17314487632508,221.96113074204948,283.0,18.982275710779543
Image_0,22,54.44961240310077,216.5968992248062,258.0,18.12445316531431
Image_0,22,26.442446043165468,212.8453237410072,278.0,18.81384047546846
Image_0,22,5.6536585365853655,207.6829268292683,205.0,16.15593100600236
Image_0,22,396.616935483871,277.11290322580646,248.0,17.769732893161912
Image_0,22,423.92748091603056,285.263358778626,262.0,18.26441241104166
Image_0,22,451.65340909090907,288.28977272727275,352.0,21.17026971360491
Image_0,22,453.24565656565653,286.2852525252525,,
Image_0,22,463.0,286.0,,
Image_0,22,464.0,287.0,,
Image_0,22,486.6510067114094,293.43288590604027,298.0,19.47884453275087
Image_0,22,508.8292682926829,302.7560975609756,41.0,7.225151993843567
Image_0,22,459.0,282.0,,
Image_0,22,508.59615384615387,303.61538461538464,52.0,8.136857890256438
Image_0,22,505.4230769230769,299.65384615384613,26.0,5.753627391751592
Image_0,22,460.0,283.0,,
Image_0,22,432.61538461538464,273.46153846153845,13.0,4.068428945128219
Image_0,22,458.6161616161616,278.7070707070707,99.0,11.227230955528665
Image_0,22,356.6818181818182,249.72727272727272,22.0,5.292567428401227
Image_0,22,255.51764705882357,235.58823529411765,85.0,10.403141895720198
Image_0,22,255.44086021505376,235.23655913978496,93.0,10.881694613449236
Image_0,22,236.41666666666663,234.67592592592592,108.0,11.726460285670077
Image_0,22,202.5,236.0,,
Image_0,22,218.0086206896552,232.81034482758625,116.0,12.153015559492998
Image_0,22,199.9041095890411,229.486301369863,146.0,13.63425735166143
Image_0,22,185.109375,231.78125,64.0,9.0270333367641
Image_0,22,199.1981132075472,229.3018867924528,106.0,11.617374563210365
Image_0,22,168.28424657534248,219.22602739726028,292.0,19.281751659604673
Image_0,22,200.72413793103448,234.3448275862069,29.0,6.076507779746499
Image_0,22,205.0473372781065,213.4378698224852,169.0,14.668929172241665
Image_0,22,175.2340425531915,201.6914893617021,94.0,10.940041919714261
Image_0,22,179.9145728643216,203.03517587939697,199.0,15.91774699517169
Image_0,22,152.8923076923077,200.01538461538465,65.0,9.09728368293446
Image_0,22,152.7685185185185,199.6851851851852,108.0,11.726460285670077
Image_0,22,147.88888888888889,193.27777777777777,18.0,4.787307364817192
