Tile_ID,Mask_ID,Centroid_X,Centroid_Y,Area,Equivalent_Diameter,Group_ID
Image_18,952,532.8726114649681,139.13694267515925,314.0,19.99492978349364,0
Image_18,1558,544.3471337579617,277.43949044585986,314.0,19.99492978349364,0
Image_18,317,628.547770700637,162.10509554140128,314.0,19.99492978349364,0
Image_18,1312,444.0382165605096,450.4745222929936,314.0,19.99492978349364,0
Image_18,988,483.8216560509554,290.5796178343949,314.0,19.99492978349364,0
Image_18,1050,588.6389776357828,504.9904153354632,313.0,19.963065333312567,0
Image_18,240,364.5209003215434,629.6012861736334,311.0,19.899183360445612,0
Image_18,911,444.11290322580646,450.7290322580645,310.0,19.867165345562015,0
Image_18,1206,46.9,120.07096774193548,310.0,19.867165345562015,0
Image_18,1183,563.7129032258065,453.4032258064516,310.0,19.867165345562015,0
Image_18,982,501.3516129032258,294.9129032258065,310.0,19.867165345562015,0
Image_18,1696,322.7,170.5741935483871,310.0,19.867165345562015,0
Image_18,457,628.7799352750809,162.10355987055016,309.0,19.83509564693766,0
Image_18,1498,72.45307443365695,468.00323624595467,309.0,19.83509564693766,0
Image_18,940,230.14285714285717,494.26623376623377,308.0,19.80297401347661,0
Image_18,1382,180.05555555555554,400.7385620915032,306.0,19.738573927438622,0
Image_18,250,72.87581699346406,582.8692810457517,306.0,19.738573927438622,0
Image_18,653,230.1895424836601,494.2581699346405,306.0,19.738573927438622,0
Image_18,1658,252.455737704918,369.0688524590164,305.0,19.70629496237749,0
Image_18,153,72.85573770491803,582.8426229508196,305.0,19.70629496237749,0
Image_18,1662,13.727868852459016,229.9311475409836,305.0,19.70629496237749,0
Image_18,303,628.6875,162.14473684210526,304.0,19.67396303746374,0
Image_18,1582,130.1546052631579,133.32894736842104,304.0,19.67396303746374,0
Image_18,1638,401.39473684210526,110.80592105263158,304.0,19.67396303746374,0
Image_18,1708,520.7105263157895,577.4111842105264,304.0,19.67396303746374,0
Image_18,1143,550.2673267326733,144.07920792079207,303.0,19.64157789116634,0
Image_18,1714,352.90429042904293,390.6138613861386,303.0,19.64157789116634,0
Image_18,1049,524.1920529801324,621.6920529801324,302.0,19.60913925979463,0
Image_18,468,80.6,283.7633333333333,300.0,19.5441004761168,0
Image_18,1351,398.04,247.1833333333333,300.0,19.5441004761168,0
Image_18,1616,267.91,248.1266666666667,300.0,19.5441004761168,0
Image_18,673,80.59197324414716,283.72909698996654,299.0,19.511499785403828,0
Image_18,1410,520.5585284280936,158.08695652173913,299.0,19.511499785403828,0
Image_18,1722,213.33110367892976,527.8695652173913,299.0,19.511499785403828,0
Image_18,510,562.2751677852349,281.8456375838926,298.0,19.47884453275087,0
Image_18,161,34.64309764309764,574.1683501683501,297.0,19.44613444328572,0
Image_18,605,219.67676767676767,111.2996632996633,297.0,19.44613444328572,0
Image_18,1541,334.030303030303,629.7508417508418,297.0,19.44613444328572,0
Image_18,514,50.10135135135136,439.7601351351352,296.0,19.413369239820483,0
Image_18,1385,376.5912162162162,414.6216216216216,296.0,19.413369239820483,0
Image_18,252,34.476351351351354,574.222972972973,296.0,19.413369239820483,0
Image_18,210,189.871186440678,605.522033898305,295.0,19.38054864282415,0
Image_18,1743,99.0135593220339,537.9559322033898,295.0,19.38054864282415,0
Image_18,1491,566.2203389830509,451.41016949152544,295.0,19.38054864282415,0
Image_18,996,532.3515358361775,367.08191126279866,293.0,19.314740138231286,0
Image_18,1444,551.518771331058,370.5460750853242,293.0,19.314740138231286,0
Image_18,1077,175.48122866894198,571.0034129692833,293.0,19.314740138231286,0
Image_18,1652,397.0204778156997,379.8566552901024,293.0,19.314740138231286,0
Image_18,350,562.4846416382253,281.8668941979522,293.0,19.314740138231286,0
Image_18,823,115.69520547945206,370.1883561643836,292.0,19.281751659604677,0
Image_18,146,554.6986301369863,563.6027397260274,292.0,19.281751659604677,0
Image_18,1506,175.5068493150685,571.0068493150685,292.0,19.281751659604677,0
Image_18,492,14.147766323024054,356.22680412371136,291.0,19.248706645328987,0
Image_18,1426,532.3298969072165,366.9759450171821,291.0,19.248706645328987,0
Image_18,1709,576.6941580756014,440.3608247422681,291.0,19.248706645328987,0
Image_18,1175,369.3848797250859,426.4845360824742,291.0,19.248706645328987,0
Image_18,1474,524.9344827586207,621.196551724138,290.0,19.21560480373171,0
Image_18,157,42.644827586206894,608.8,290.0,19.21560480373171,0
Image_18,1277,268.1413793103448,248.0793103448276,290.0,19.21560480373171,0
Image_18,787,168.57931034482758,233.1551724137931,290.0,19.21560480373171,0
Image_18,1718,352.2241379310345,492.2931034482759,290.0,19.21560480373171,0
Image_18,1299,411.451724137931,445.16896551724136,290.0,19.21560480373171,0
Image_18,1716,434.1310344827586,507.3379310344828,290.0,19.21560480373171,0
Image_18,711,14.335640138408303,356.3356401384083,289.0,19.182445840623718,0
Image_18,903,411.43252595155707,445.2006920415225,289.0,19.182445840623718,0
Image_18,249,42.61937716262976,608.7162629757786,289.0,19.182445840623718,0
Image_18,318,189.7923875432526,605.3875432525952,289.0,19.182445840623718,0
Image_18,1480,554.9653979238755,563.7647058823529,289.0,19.182445840623718,0
Image_18,221,554.7700348432056,563.602787456446,287.0,19.11595536035256,0
Image_18,565,567.3101045296168,538.4843205574913,287.0,19.11595536035256,0
Image_18,132,554.7447552447552,563.6328671328671,286.0,19.08262324195121,0
Image_18,149,630.9895104895105,552.2272727272727,286.0,19.08262324195121,0
Image_18,1278,465.0034965034965,307.9895104895105,286.0,19.08262324195121,0
Image_18,1317,417.1368421052632,276.4350877192982,285.0,19.04923279949934,0
Image_18,1732,354.0561403508772,491.95438596491226,285.0,19.04923279949934,0
Image_18,709,263.99298245614034,349.89122807017543,285.0,19.04923279949934,0
Image_18,1687,64.41052631578947,383.0035087719298,285.0,19.04923279949934,0
Image_18,1479,484.6666666666667,567.9192982456141,285.0,19.04923279949934,0
Image_18,1577,585.8591549295775,302.4577464788732,284.0,19.015783725757565,0
Image_18,226,629.1161971830986,602.2887323943662,284.0,19.015783725757565,0
Image_18,646,65.16197183098592,185.58450704225356,284.0,19.015783725757565,0
Image_18,955,495.5159010600707,130.2756183745583,283.0,18.982275710779543,0
Image_18,807,115.67844522968198,370.2756183745583,283.0,18.982275710779543,0
Image_18,1316,452.1378091872792,510.321554770318,283.0,18.982275710779543,0
Image_18,992,528.9858657243816,382.40636042402826,283.0,18.982275710779543,0
Image_18,392,567.4240282685512,538.5547703180212,283.0,18.982275710779543,0
Image_18,1686,253.19081272084804,311.6289752650177,283.0,18.982275710779543,0
Image_18,1240,31.45390070921986,358.3900709219858,282.0,18.948708441878452,0
Image_18,820,369.18794326241135,426.4539007092199,282.0,18.948708441878452,0
Image_18,767,110.51773049645392,60.17021276595744,282.0,18.948708441878452,0
Image_18,1408,625.6808510638298,58.5,282.0,18.948708441878452,0
Image_18,1012,263.9751773049645,349.8900709219858,282.0,18.948708441878452,0
Image_18,1366,495.48936170212767,130.30141843971631,282.0,18.948708441878452,0
Image_18,721,65.14893617021276,442.13120567375887,282.0,18.948708441878452,0
Image_18,307,550.2989323843416,144.09252669039145,281.0,18.91508160359296,0
Image_18,1053,175.38434163701066,571.0533807829181,281.0,18.91508160359296,0
Image_18,505,65.16370106761566,442.2135231316726,281.0,18.91508160359296,0
Image_18,1492,588.0142857142857,505.0857142857143,280.0,18.881394877652596,0
Image_18,536,110.46785714285714,60.13928571428571,280.0,18.881394877652596,0
Image_18,720,54.72142857142857,465.2714285714285,280.0,18.881394877652596,0
Image_18,1300,441.1535714285714,410.0214285714285,280.0,18.881394877652596,0
Image_18,1660,36.83512544802868,150.7562724014337,279.0,18.84764794294265,0
Image_18,914,452.2114695340502,510.3763440860215,279.0,18.84764794294265,0
Image_18,560,115.68817204301077,370.2616487455197,279.0,18.84764794294265,0
Image_18,1481,505.5125448028674,465.5412186379928,279.0,18.84764794294265,0
Image_18,1477,536.3046594982079,559.7060931899641,279.0,18.84764794294265,0
Image_18,1576,490.953237410072,462.1007194244604,278.0,18.81384047546846,0
Image_18,1228,401.5539568345324,110.68705035971225,278.0,18.81384047546846,0
Image_18,855,401.8201438848921,110.89208633093526,278.0,18.81384047546846,0
Image_18,1414,434.16606498194943,507.96389891696754,277.0,18.77997214831907,0
Image_18,467,62.31046931407942,280.4765342960289,277.0,18.77997214831907,0
Image_18,1021,489.8194945848376,500.5306859205776,277.0,18.77997214831907,0
Image_18,1459,489.7797833935018,500.7039711191336,277.0,18.77997214831907,0
Image_18,204,223.68953068592057,612.202166064982,277.0,18.77997214831907,0
Image_18,1353,368.92753623188406,328.7427536231884,276.0,18.746042631630413,0
Image_18,904,441.25,410.1485507246377,276.0,18.746042631630413,0
Image_18,1288,284.31159420289856,251.2427536231884,276.0,18.746042631630413,0
Image_18,421,63.76811594202898,87.69565217391305,276.0,18.746042631630413,0
Image_18,738,22.264492753623188,460.32608695652175,276.0,18.746042631630413,0
Image_18,728,80.8659420289855,445.3876811594203,276.0,18.746042631630413,0
Image_18,259,484.4891304347826,568.018115942029,276.0,18.746042631630413,0
Image_18,260,24.55272727272727,605.7890909090909,275.0,18.712051592547777,0
Image_18,242,630.9636363636364,552.6618181818181,275.0,18.712051592547777,0
Image_18,601,80.72363636363636,90.51636363636364,275.0,18.712051592547777,0
Image_18,672,62.345454545454544,280.53090909090906,275.0,18.712051592547777,0
Image_18,697,31.48,358.35636363636365,275.0,18.712051592547777,0
Image_18,506,54.72992700729927,465.3503649635037,274.0,18.67799869518773,0
Image_18,499,64.5985401459854,363.3722627737226,274.0,18.67799869518773,0
Image_18,1239,47.35401459854015,360.0,274.0,18.67799869518773,0
Image_18,142,629.0875912408759,602.2007299270073,274.0,18.67799869518773,0
Image_18,145,589.2335766423357,571.9160583941606,274.0,18.67799869518773,0
Image_18,1265,417.3211678832117,276.3540145985401,274.0,18.67799869518773,0
Image_18,1713,564.7992700729927,456.7992700729927,274.0,18.67799869518773,0
Image_18,262,521.3150183150183,577.0879120879121,273.0,18.64388360059941,0
Image_18,664,87.01465201465201,241.6556776556777,273.0,18.64388360059941,0
Image_18,822,112.3956043956044,347.8827838827839,273.0,18.64388360059941,0
Image_18,1039,536.4175824175824,559.6630036630037,273.0,18.64388360059941,0
Image_18,1628,180.36996336996336,400.9084249084249,273.0,18.64388360059941,0
Image_18,1033,521.0404411764706,467.3308823529412,272.0,18.609705966725112,0
Image_18,109,465.0477941176471,308.0220588235294,272.0,18.609705966725112,0
Image_18,696,47.41176470588236,360.0772058823529,272.0,18.609705966725112,0
Image_18,1005,505.4411764705882,465.25735294117646,272.0,18.609705966725112,0
Image_18,1122,474.8272058823529,458.2242647058824,272.0,18.609705966725112,0
Image_18,1721,177.93014705882354,506.7941176470589,272.0,18.609705966725112,0
Image_18,238,589.2656826568266,571.9557195571956,271.0,18.575465448360347,0
Image_18,1579,599.6863468634687,379.4428044280442,271.0,18.575465448360347,0
Image_18,572,112.40221402214024,347.8487084870849,271.0,18.575465448360347,0
Image_18,1328,397.1476014760148,380.5387453874539,271.0,18.575465448360347,0
Image_18,185,465.1070110701107,308.0036900369004,271.0,18.575465448360347,0
Image_18,1683,17.69741697416974,547.7011070110701,271.0,18.575465448360347,0
Image_18,1473,521.0664206642066,467.30258302583024,271.0,18.575465448360347,0
Image_18,1706,508.1549815498155,505.73062730627305,271.0,18.575465448360347,0
Image_18,1167,579.074074074074,286.2333333333333,270.0,18.5411616971131,0
Image_18,1453,634.3111111111111,499.36296296296297,270.0,18.5411616971131,0
Image_18,1719,501.2888888888889,423.36296296296297,270.0,18.5411616971131,0
Image_18,1642,398.137037037037,246.9,270.0,18.5411616971131,0
Image_18,91,112.50185873605948,347.85873605947955,269.0,18.5067943613625,0
Image_18,1048,476.003717472119,439.728624535316,269.0,18.5067943613625,0
Image_18,564,132.84386617100373,373.2862453531599,269.0,18.5067943613625,0
Image_18,573,172.53531598513013,334.97769516728624,269.0,18.5067943613625,0
Image_18,59,112.40892193308552,347.8438661710037,269.0,18.5067943613625,0
Image_18,723,50.089219330855016,439.68773234200745,269.0,18.5067943613625,0
Image_18,390,536.460966542751,559.9591078066915,269.0,18.5067943613625,0
Image_18,314,223.98884758364312,612.0631970260223,269.0,18.5067943613625,0
Image_18,450,65.00746268656717,185.5559701492537,268.0,18.47236308621676,0
Image_18,566,172.55597014925374,334.89179104477614,268.0,18.47236308621676,0
Image_18,448,87.11940298507463,241.82462686567163,268.0,18.47236308621676,0
Image_18,815,132.91044776119404,373.3097014925373,268.0,18.47236308621676,0
Image_18,811,172.52238805970148,334.9664179104478,268.0,18.47236308621676,0
Image_18,645,87.10486891385767,241.7865168539326,267.0,18.437867513470437,0
Image_18,1304,428.6554307116105,449.374531835206,267.0,18.437867513470437,0
Image_18,1407,510.08988764044943,270.1647940074906,267.0,18.437867513470437,0
Image_18,1252,212.7677902621723,406.9625468164794,267.0,18.437867513470437,0
Image_18,1460,514.9475655430712,487.7790262172285,267.0,18.437867513470437,0
Image_18,253,54.77443609022557,579.312030075188,266.0,18.403307281560924,0
Image_18,907,428.68045112781954,449.3533834586466,266.0,18.403307281560924,0
Image_18,449,69.56390977443608,238.2669172932331,266.0,18.403307281560924,0
Image_18,1023,514.9285714285714,487.7481203007519,266.0,18.403307281560924,0
Image_18,605,63.49248120300752,87.76691729323308,266.0,18.403307281560924,0
Image_18,817,149.71804511278197,377.0037593984962,266.0,18.403307281560924,0
Image_18,261,536.4398496240601,559.875939849624,266.0,18.403307281560924,0
Image_18,1027,290.4436090225564,421.4887218045113,266.0,18.403307281560924,0
Image_18,389,521.343396226415,577.1698113207547,265.0,18.36868202552426,0
Image_18,1019,542.6603773584906,512.8377358490566,265.0,18.36868202552426,0
Image_18,721,290.46415094339625,421.50943396226415,265.0,18.36868202552426,0
Image_18,41,628.2943396226415,270.3283018867925,265.0,18.36868202552426,0
Image_18,1338,302.5735849056604,378.0452830188679,265.0,18.36868202552426,0
Image_18,1647,397.1396226415095,380.47169811320754,265.0,18.36868202552426,0
Image_18,1237,180.4377358490566,400.9283018867925,265.0,18.36868202552426,0
Image_18,1310,459.9283018867925,455.5396226415094,265.0,18.36868202552426,0
Image_18,155,54.625,579.4015151515151,264.0,18.333991376950163,0
Image_18,1266,179.33333333333334,203.0568181818182,264.0,18.333991376950163,0
Image_18,197,207.26136363636363,609.1628787878788,264.0,18.333991376950163,0
Image_18,164,24.65909090909091,605.814393939394,264.0,18.333991376950163,0
Image_18,452,50.34848484848485,235.76136363636363,264.0,18.333991376950163,0
Image_18,725,21.96590909090909,460.21590909090907,264.0,18.333991376950163,0
Image_18,1437,490.8598484848485,461.844696969697,264.0,18.333991376950163,0
Image_18,919,180.42424242424244,400.969696969697,264.0,18.333991376950163,0
Image_18,1442,505.50757575757575,465.1060606060606,264.0,18.333991376950163,0
Image_18,1383,373.6463878326997,547.5551330798479,263.0,18.29923496393627,0
Image_18,1244,79.84410646387833,365.23954372623575,263.0,18.29923496393627,0
Image_18,138,589.4372623574144,571.9277566539924,263.0,18.29923496393627,0
Image_18,648,50.31939163498099,235.7832699619772,263.0,18.29923496393627,0
Image_18,1483,600.4866920152091,545.5171102661596,263.0,18.29923496393627,0
Image_18,1598,80.86641221374046,445.9427480916031,262.0,18.26441241104166,0
Image_18,301,207.22519083969465,609.2251908396946,262.0,18.26441241104166,0
Image_18,984,510.12595419847327,270.10687022900765,262.0,18.26441241104166,0
Image_18,235,549.7251908396946,607.2099236641221,262.0,18.26441241104166,0
Image_18,647,69.58015267175573,238.2709923664122,262.0,18.26441241104166,0
Image_18,1063,80.81297709923665,446.2290076335878,262.0,18.26441241104166,0
Image_18,1410,518.6984732824427,300.35114503816794,262.0,18.26441241104166,0
Image_18,1431,310.64885496183206,392.0038167938931,262.0,18.26441241104166,0
Image_18,411,36.030651340996165,48.0919540229885,261.0,18.229523339239496,0
Image_18,524,595.9616858237548,263.0498084291188,261.0,18.229523339239496,0
Image_18,1159,536.6130268199233,250.91954022988503,261.0,18.229523339239496,0
Image_18,1227,69.76628352490421,238.0804597701149,261.0,18.229523339239496,0
Image_18,1451,93.8199233716475,265.3524904214559,261.0,18.229523339239496,0
Image_18,276,105.3984674329502,588.1034482758621,261.0,18.229523339239496,0
Image_18,311,593.095785440613,132.97701149425288,261.0,18.229523339239496,0
Image_18,1458,542.6436781609195,512.8850574712644,261.0,18.229523339239496,0
Image_18,510,38.05384615384615,463.3692307692308,260.0,18.19456736586892,0
Image_18,467,593.1807692307692,132.91153846153847,260.0,18.19456736586892,0
Image_18,260,503.82307692307694,572.4384615384615,260.0,18.19456736586892,0
Image_18,369,550.3461538461538,329.66923076923075,260.0,18.19456736586892,0
Image_18,986,518.7269230769231,300.2846153846154,260.0,18.19456736586892,0
Image_18,358,600.3076923076923,320.8884615384615,260.0,18.19456736586892,0
Image_18,1452,474.8192307692308,457.9192307692308,260.0,18.19456736586892,0
