Tile_ID,Mask_ID,Centroid_X,Centroid_Y,Area,Equivalent_Diameter,Group_ID
Image_18,1208,72.58575581395348,208.16133720930236,688.0,29.59710808132768,0
Image_18,1364,316.1337209302326,608.2514534883721,688.0,29.59710808132768,0
Image_18,599,201.1063515509601,52.57754800590842,677.0,29.35954992478095,0
Image_18,1406,577.6362275449102,336.04041916167665,668.0,29.16374488784129,0
Image_18,1426,460.2518968133536,532.2321699544765,659.0,28.96661630188228,0
Image_18,1430,498.0868852459016,502.71803278688526,610.0,27.86890959991885,0
Image_18,1450,481.9047619047619,632.2312925170068,588.0,27.36174066656352,0
Image_18,1365,153.05982905982907,625.9059829059829,585.0,27.29185104880338,0
Image_18,1358,132.16239316239316,270.3965811965812,585.0,27.29185104880338,0
Image_18,1428,407.8526863084922,356.842287694974,577.0,27.104597715372734,0
Image_18,1187,175.6982456140351,77.75438596491227,570.0,26.939683377854365,0
Image_18,1710,479.1723518850988,441.68761220825854,557.0,26.63070457981699,0
Image_18,1441,399.342908438061,221.29982046678637,557.0,26.63070457981699,0
Image_18,1726,592.2967625899281,544.2967625899281,556.0,26.60678836073137,0
Image_18,1172,560.0557553956835,297.2661870503597,556.0,26.60678836073137,0
Image_18,1744,130.8257713248639,291.48275862068965,551.0,26.486883341553696,0
Image_18,1724,41.57247706422018,511.6807339449541,545.0,26.34227689249097,0
Image_18,1417,479.34750462107206,441.13863216266174,541.0,26.24542995840844,0
Image_18,1424,592.2189239332097,544.3395176252319,539.0,26.196872229566885,0
Image_18,1284,277.0985130111524,249.4089219330855,538.0,26.17255958188877,0
Image_18,1742,400.5539033457249,222.32342007434943,538.0,26.17255958188877,0
Image_18,361,627.6203007518797,295.09022556390977,532.0,26.026206750102997,0
Image_18,1452,562.9830188679246,565.7528301886792,530.0,25.977239243415305,0
Image_18,527,627.633270321361,295.1436672967864,529.0,25.95272084319679,0
Image_18,1440,59.26515151515152,184.59469696969697,528.0,25.928179257714294,0
Image_18,1395,437.5692599620493,280.4345351043644,527.0,25.903614421069328,0
Image_18,1347,45.32509505703422,247.81178707224333,526.0,25.87902626705061,0
Image_18,1671,274.5171102661597,248.967680608365,526.0,25.87902626705061,0
Image_18,1447,145.55179282868525,458.2589641434263,502.0,25.281737508665252,0
Image_18,1699,437.00996015936255,280.45418326693226,502.0,25.281737508665252,0
Image_18,1729,162.02,254.304,500.0,25.2313252202016,0
Image_18,1388,305.725,433.71875,480.0,24.721548929484133,0
Image_18,1682,206.07399577167016,489.58350951374206,473.0,24.54062559633988,0
Image_18,1594,134.90274841437633,248.9048625792812,473.0,24.54062559633988,0
Image_18,1421,477.831914893617,419.61914893617023,470.0,24.462677409178383,0
Image_18,1439,98.80555555555556,586.6196581196581,468.0,24.41057367076932,0
Image_18,1354,340.11324786324786,99.41239316239316,468.0,24.41057367076932,0
Image_18,1228,135.1459227467811,249.0901287553648,466.0,24.35835848013133,0
Image_18,1448,223.6594827586207,286.0603448275862,464.0,24.306031118985995,0
Image_18,1715,478.1831896551725,419.67456896551727,464.0,24.306031118985995,0
Image_18,1356,261.0347071583514,345.1887201735358,461.0,24.22732816723524,0
Image_18,1360,268.4749455337691,335.2505446623094,459.0,24.17471718621419,0
Image_18,1670,340.35448577680523,99.5164113785558,457.0,24.121991458915023,0
Image_18,1443,629.417943107221,164.26695842450766,457.0,24.121991458915023,0
Image_18,1387,112.10022271714922,474.0935412026726,449.0,23.90992587997897,0
Image_18,1423,259.917225950783,312.5436241610738,447.0,23.85661494212072,0
Image_18,1398,463.3990825688073,285.0756880733945,436.0,23.56124872549269,0
Image_18,1692,202.14918414918412,303.4149184149184,429.0,23.371344948277684,0
Image_18,1391,66.10046728971963,505.1448598130841,428.0,23.34408972623798,0
Image_18,1404,542.7259953161592,203.24824355971896,427.0,23.31680264534386,0
Image_18,1665,135.47652582159623,317.03521126760563,426.0,23.28948359361322,0
Image_18,1730,231.28773584905665,306.85141509433964,424.0,23.23474912642073,0
Image_18,1348,119.58865248226952,328.40189125295507,423.0,23.207333483685147,0
Image_18,1569,541.2955082742317,203.5177304964539,423.0,23.207333483685147,0
Image_18,1529,180.06506024096385,627.7036144578313,415.0,22.98683125324351,0
Image_18,1341,220.15441176470588,109.93382352941175,408.0,22.792141940852037,0
Image_18,1740,447.0862068965517,347.0541871921182,406.0,22.736210219877808,0
Image_18,1654,387.089552238806,317.9353233830845,402.0,22.623931952327283,0
Image_18,1704,477.9402985074626,90.9776119402985,402.0,22.623931952327283,0
Image_18,1435,429.4825,252.1725,400.0,22.56758334191025,0
Image_18,1689,66.63065326633166,504.9020100502513,398.0,22.511093682995384,0
Image_18,1400,477.4886075949367,90.88860759493672,395.0,22.42609239636699,0
Image_18,1375,378.7822784810127,475.6455696202532,395.0,22.42609239636699,0
Image_18,1396,554.1802030456853,221.3096446700508,394.0,22.39768694811261,0
Image_18,1088,47.31958762886598,539.319587628866,388.0,22.22649192646566,0
Image_18,1676,267.9226804123711,335.8814432989691,388.0,22.22649192646566,0
Image_18,581,620.6839378238342,488.0725388601036,386.0,22.16913314200113,0
Image_18,1436,503.3219895287958,34.539267015706805,382.0,22.05396803500069,0
Image_18,1688,307.6147757255937,507.8891820580475,379.0,21.96719798824208,0
Image_18,1559,582.9973544973545,337.8174603174603,378.0,21.938198374294355,0
Image_18,407,56.15159574468085,50.984042553191486,376.0,21.88008383942852,0
Image_18,1236,91.30666666666669,311.3333333333333,375.0,21.850968611841584,0
Image_18,583,56.114666666666665,50.992,375.0,21.850968611841584,0
Image_18,211,179.0,627.1290322580645,372.0,21.76338922689847,0
Image_18,1745,89.21774193548387,264.96505376344084,372.0,21.76338922689847,0
Image_18,1350,375.53133514986376,375.06811989100817,367.0,21.616635097022037,0
Image_18,1566,554.3068493150685,221.3945205479452,365.0,21.55765371807272,0
Image_18,1697,553.758904109589,85.66849315068494,365.0,21.55765371807272,0
Image_18,1643,428.782967032967,253.05494505494505,364.0,21.528102431092236,0
Image_18,1427,448.0274725274725,347.5576923076923,364.0,21.528102431092236,0
Image_18,1402,544.3296398891966,277.2797783933518,361.0,21.43920417481474,0
Image_18,1663,62.646239554317546,87.71030640668523,359.0,21.37973331358283,0
Image_18,531,582.8711484593838,337.72549019607845,357.0,21.320096563347292,0
Image_18,365,582.9042253521127,337.7267605633803,355.0,21.260292528114064,0
Image_18,1613,262.45762711864404,103.94915254237289,354.0,21.23032733700184,0
Image_18,1411,582.4689265536723,5.409604519774011,354.0,21.23032733700184,0
Image_18,1454,11.982905982905985,262.5669515669516,351.0,21.14017691983778,0
Image_18,1657,387.1709401709402,243.68376068376068,351.0,21.14017691983778,0
Image_18,980,526.4428571428572,272.8485714285714,350.0,21.11004122822376,0
Image_18,1678,14.677142857142858,568.8714285714286,350.0,21.11004122822376,0
Image_18,405,620.3180515759312,488.0945558739255,349.0,21.079862454783044,0
Image_18,1404,526.4154727793697,272.7650429799427,349.0,21.079862454783044,0
Image_18,1603,42.89655172413793,381.7270114942529,348.0,21.049640414216977,0
Image_18,1664,154.8575581395349,285.30523255813955,344.0,20.928315827817965,0
Image_18,1371,99.42565597667638,537.868804664723,343.0,20.897874625046462,0
Image_18,1322,411.82748538011697,248.94444444444449,342.0,20.867389014906145,0
Image_18,1700,414.2982456140351,189.12865497076024,342.0,20.867389014906145,0
Image_18,1378,55.06744868035191,541.049853372434,341.0,20.83685880248485,0
Image_18,953,513.9264705882352,134.9,340.0,20.8062837914404,0
Image_18,1735,297.3735294117647,300.02647058823527,340.0,20.8062837914404,0
Image_18,1364,513.8731563421829,134.89380530973452,339.0,20.775663783985824,0
Image_18,1518,142.69616519174042,515.2153392330383,339.0,20.775663783985824,0
Image_18,1336,252.40828402366864,369.1065088757396,338.0,20.7449985808745,0
Image_18,1644,412.14792899408286,249.1301775147929,338.0,20.7449985808745,0
Image_18,1397,412.2507462686567,248.5880597014925,335.0,20.65272978291924,0
Image_18,1677,371.4238805970149,39.788059701492536,335.0,20.65272978291924,0
Image_18,1429,251.1017964071856,546.7395209580839,334.0,20.62188177498708,0
Image_18,549,121.6437125748503,290.0,334.0,20.62188177498708,0
Image_18,1672,368.6336336336336,327.1291291291291,333.0,20.590987552733093,0
Image_18,1702,433.4054054054054,210.66966966966967,333.0,20.590987552733093,0
Image_18,1415,631.5740181268882,553.7220543806646,331.0,20.529059630371258,0
Image_18,795,121.54380664652568,289.99093655589127,331.0,20.529059630371258,0
Image_18,1739,547.3454545454546,4.124242424242424,330.0,20.49802550887777,0
Image_18,1588,100.67477203647417,287.24924012158056,329.0,20.46694433025772,0
Image_18,1445,377.780487804878,33.05487804878049,328.0,20.435815879801165,0
Image_18,486,97.3394495412844,367.651376146789,327.0,20.4046399411604,0
Image_18,695,97.29663608562691,367.6483180428135,327.0,20.4046399411604,0
Image_18,1158,555.1932515337423,166.840490797546,326.0,20.37341629633241,0
Image_18,865,219.45705521472397,110.73006134969326,326.0,20.37341629633241,0
Image_18,1111,334.76,629.5107692307693,325.0,20.34214472564109,0
Image_18,1446,143.2246153846154,565.7630769230769,325.0,20.34214472564109,0
Image_18,1212,100.57846153846154,287.16615384615386,325.0,20.34214472564109,0
Image_18,1062,171.09567901234567,602.2067901234568,324.0,20.310825007719227,0
Image_18,1564,619.7407407407408,323.9907407407408,324.0,20.310825007719227,0
Image_18,1165,544.2848297213623,277.4489164086687,323.0,20.279456919490165,0
Image_18,1746,562.4472049689441,281.9192546583851,322.0,20.248040236149336,0
Image_18,1695,580.1651090342679,109.57320872274144,321.0,20.21657473114541,0
Image_18,1544,349.26875,629.053125,320.0,20.185060176161283,0
Image_18,1442,214.278125,526.228125,320.0,20.185060176161283,0
Image_18,1171,428.934375,252.68125,320.0,20.185060176161283,0
Image_18,1737,315.13793103448273,472.3667711598746,319.0,20.153496341094687,0
Image_18,1614,250.1473354231975,63.83385579937304,319.0,20.153496341094687,0
Image_18,546,167.07523510971788,234.1912225705329,319.0,20.153496341094687,0
Image_18,1366,15.09119496855346,569.0188679245283,318.0,20.12188299403865,0
Image_18,1271,250.12893081761007,63.80503144654088,318.0,20.12188299403865,0
Image_18,963,532.8993710691824,138.9559748427673,318.0,20.12188299403865,0
Image_18,1499,170.9811320754717,602.0440251572327,318.0,20.12188299403865,0
Image_18,1416,600.5236593059936,321.4794952681388,317.0,20.090219901261573,0
Image_18,1641,412.1640378548896,248.82334384858044,317.0,20.090219901261573,0
Image_18,1365,532.8386075949367,139.26582278481013,316.0,20.0585068271871,0
Image_18,1411,483.76582278481015,290.623417721519,316.0,20.0585068271871,0
Image_18,476,628.6012658227849,162.10759493670886,316.0,20.0585068271871,0
Image_18,1674,62.33860759493671,280.3322784810127,316.0,20.0585068271871,0
Image_18,1405,501.2753164556962,294.74050632911394,316.0,20.0585068271871,0
Image_18,1055,72.38535031847134,467.9140127388535,314.0,19.99492978349364,0
Image_18,1204,131.1464968152866,133.98726114649682,314.0,19.99492978349364,0
