Tile_ID,Nb_Cells,Area,Equivalent_Diameter,Centroid_X,Centroid_Y,2P_Thickness,file_id,score_file,Cell_ID
Image_17,,198.0,15.877702285203682,630.2474747474747,190.6717171717172,,80.0,2.196334669236199,1336.0
Image_17,,198.0,15.877702285203682,630.2474747474747,190.6717171717172,,80.0,2.196334669236199,1336.0
Image_17,,226.0,16.96325844612841,581.1946902654868,180.9070796460177,,80.0,2.196334669236199,280.0
Image_17,,226.0,16.96325844612841,581.1946902654868,180.9070796460177,,80.0,2.196334669236199,280.0
Image_17,,196.0,15.797308339337176,565.8316326530612,176.73979591836735,,80.0,2.196334669236199,440.0
Image_17,,246.0,17.697935698969246,549.8048780487804,172.5650406504065,,80.0,2.196334669236199,1071.0
Image_17,,196.0,15.797308339337176,565.8316326530612,176.73979591836735,,80.0,2.196334669236199,440.0
Image_17,,246.0,17.697935698969246,549.8048780487804,172.5650406504065,,80.0,2.196334669236199,1071.0
Image_17,,142.0,13.446189622059965,535.4647887323944,168.80985915492957,,80.0,2.196334669236199,927.0
Image_17,,142.0,13.446189622059965,535.4647887323944,168.80985915492957,,80.0,2.196334669236199,927.0
Image_17,,247.0,17.733870630789692,485.251012145749,158.59109311740892,,80.0,2.196334669236199,923.0
Image_17,,223.0,16.85029431422316,468.37219730941706,153.96860986547085,,80.0,2.196334669236199,1074.0
Image_17,,223.0,16.85029431422316,468.37219730941706,153.96860986547085,,80.0,2.196334669236199,1074.0
Image_17,,229.0,17.075475271404667,426.5982532751092,144.53275109170306,,80.0,2.196334669236199,824.0
Image_17,,229.0,17.075475271404667,426.5982532751092,144.53275109170306,,80.0,2.196334669236199,824.0
Image_17,,212.0,16.42944866646031,440.5141509433962,147.99056603773585,,80.0,2.196334669236199,1664.0
Image_17,,212.0,16.42944866646031,440.5141509433962,147.99056603773585,,80.0,2.196334669236199,1664.0
Image_17,,236.0,17.334489682638438,411.59322033898303,141.64406779661016,,80.0,2.196334669236199,822.0
Image_17,,236.0,17.334489682638438,411.59322033898303,141.64406779661016,,80.0,2.196334669236199,822.0
Image_17,,223.0,16.85029431422316,396.73991031390136,137.33632286995515,,80.0,2.196334669236199,715.0
Image_17,,238.0,17.407785949022028,381.1470588235294,134.25210084033614,,80.0,2.196334669236199,1011.0
Image_17,,223.0,16.85029431422316,396.73991031390136,137.33632286995515,,80.0,2.196334669236199,715.0
Image_17,,238.0,17.407785949022028,381.1470588235294,134.25210084033614,,80.0,2.196334669236199,1011.0
Image_17,,255.0,18.01877032173579,349.01176470588234,125.32549019607843,,80.0,2.196334669236199,712.0
Image_17,,225.0,16.925687506432688,365.4888888888889,129.2,,80.0,2.196334669236199,722.0
Image_17,,255.0,18.01877032173579,349.01176470588234,125.32549019607843,,80.0,2.196334669236199,712.0
Image_17,,225.0,16.925687506432688,365.4888888888889,129.2,,80.0,2.196334669236199,722.0
Image_17,,212.0,16.42944866646031,331.8443396226415,120.93396226415096,,80.0,2.196334669236199,719.0
Image_17,,212.0,16.42944866646031,331.8443396226415,120.93396226415096,,80.0,2.196334669236199,719.0
Image_17,,276.0,18.746042631630413,300.0978260869565,112.7463768115942,,80.0,2.196334669236199,1506.0
Image_17,,268.0,18.47236308621676,315.8880597014925,117.04850746268656,,80.0,2.196334669236199,1219.0
Image_17,,276.0,18.746042631630413,300.0978260869565,112.7463768115942,,80.0,2.196334669236199,1506.0
Image_17,,268.0,18.47236308621676,315.8880597014925,117.04850746268656,,80.0,2.196334669236199,1219.0
Image_17,,231.0,17.14987856615383,283.84415584415586,107.36796536796535,,80.0,2.196334669236199,631.0
Image_17,,231.0,17.14987856615383,283.84415584415586,107.36796536796535,,80.0,2.196334669236199,631.0
Image_17,,204.0,16.11647812414279,148.16666666666666,72.01960784313725,,80.0,2.196334669236199,102.0
Image_17,,204.0,16.11647812414279,148.16666666666666,72.01960784313725,,80.0,2.196334669236199,102.0
Image_17,,176.0,14.96964127403822,125.05113636363636,65.88068181818181,,80.0,2.196334669236199,494.0
Image_17,,169.0,14.668929172241665,112.33136094674556,62.63905325443787,,80.0,2.196334669236199,484.0
Image_17,,149.0,13.773623058786647,86.42953020134229,55.68456375838926,,80.0,2.196334669236199,554.0
Image_17,,208.0,16.273715780512877,73.36057692307692,52.33173076923077,,80.0,2.196334669236199,366.0
Image_17,,208.0,16.273715780512877,73.36057692307692,52.33173076923077,,80.0,2.196334669236199,366.0
Image_17,,149.0,13.773623058786647,86.42953020134229,55.68456375838926,,80.0,2.196334669236199,554.0
Image_17,,239.0,17.44431859350499,58.01255230125523,48.64853556485355,,80.0,2.196334669236199,549.0
Image_17,,239.0,17.44431859350499,58.01255230125523,48.64853556485355,,80.0,2.196334669236199,549.0
Image_17,,241.0,17.517155313611116,26.53112033195021,38.448132780082986,,80.0,2.196334669236199,559.0
Image_17,,241.0,17.517155313611116,26.53112033195021,38.448132780082986,,80.0,2.196334669236199,559.0
