Tile_ID,File_ID,Centroid_X,Centroid_Y,Aire,Diamètre_équivalent
Image_15,67,210.1666123233843,161.0380737396539,,
Image_15,67,222.38956088181374,166.94142280179727,,
Image_15,67,189.6187134502924,152.50340244550773,,
Image_15,67,177.27516392585622,148.5695658018551,,
Image_15,67,152.6936416184971,140.28901734104045,173.0,14.841510746523857
Image_15,67,126.75333333333332,130.57333333333332,150.0,13.81976597885342
Image_15,67,139.25198412698413,136.35747354497354,,
Image_15,67,112.40425531914892,125.52127659574468,188.0,15.471555655790098
Image_15,67,238.9144144144144,174.46846846846847,222.0,16.812470934731934
Image_15,67,252.6115463917526,180.731363115693,,
Image_15,67,263.95873015873013,176.4047619047619,,
Image_15,67,291.0251256281407,180.58793969849245,199.0,15.91774699517169
Image_15,67,307.622754491018,188.1556886227545,167.0,14.581872443920643
Image_15,67,274.50389476332157,172.34610914011606,,
Image_15,67,258.2912087912088,164.14285714285714,182.0,15.222667215103916
Image_15,67,240.9558011049724,156.76243093922653,181.0,15.180789096653193
Image_15,67,226.26315789473685,149.2406015037594,133.0,13.013103375051497
Image_15,67,211.12689331350515,142.0023890174047,,
Image_15,67,194.1992064033472,135.75845328239762,,
Image_15,67,177.79301004805592,129.83931847968546,,
Image_15,67,161.78477733269509,124.13830734218459,,
Image_15,67,146.10138248847926,120.18433179723502,217.0,16.622063085174787
Image_15,67,130.2682651930855,113.40169255738465,,
Image_15,67,113.37763785866252,108.15280892415618,,
Image_15,67,323.3941176470588,197.62941176470588,170.0,14.712264360219255
Image_15,67,338.5870254418641,205.584964730126,,
Image_15,67,351.7413704030997,214.21572746017716,,
Image_15,67,367.44458107191315,221.7832570104025,,
Image_15,67,381.28650766386943,229.2368274688783,,
Image_15,67,392.33641178417736,225.78877855014895,,
Image_15,67,399.3790386130811,237.26871552403466,,
Image_15,67,414.7266672876304,245.82134873323395,,
Image_15,67,428.32184873949575,252.51176470588234,,
Image_15,67,441.57908704883226,260.04777070063693,,
Image_15,67,462.3110559840679,264.69472450625244,,
Image_15,67,474.59547603696535,269.7315844616377,,
Image_15,67,496.46068756963234,283.68122977346275,,
Image_15,67,265.99264705882354,188.27941176470588,136.0,13.159049284959082
Image_15,67,283.67606677525373,197.40280512800837,,
Image_15,67,309.4836850966888,206.10114829247564,,
