Tile_ID,File_ID,Centroid_X,Centroid_Y,Aire,Diamètre_équivalent
Image_4,4,373.46726345816865,157.75090965408538,,
Image_4,4,382.8028673835125,172.61648745519713,279.0,18.847647942942654
Image_4,4,364.5793489482514,141.6407842947477,,
Image_4,4,352.78742562791996,124.68107854490275,,
Image_4,4,342.9733259262064,109.28336200916785,,
Image_4,4,392.71433912681204,187.6098214953371,,
Image_4,4,401.9088387129848,203.6685466033361,,
Image_4,4,412.35860058309044,220.31292517006804,,
Image_4,4,422.3506400409626,236.04647977470557,,
Image_4,4,430.8373783922171,250.65038402457756,,
Image_4,4,439.80539793268207,267.5729981895061,,
Image_4,4,452.0327835125638,284.75793362921206,,
Image_4,4,460.9875904595248,300.83865674416217,,
Image_4,4,469.7660922266139,314.41815019762845,,
Image_4,4,477.1439925198691,326.9038491506935,,
Image_4,4,485.66520467836256,342.31725146198835,,
Image_4,4,495.5841297910264,359.34305923961097,,
Image_4,4,506.593502751978,375.78685070519435,,
Image_4,4,516.0366295101203,391.55821995253206,,
Image_4,4,522.6483982533425,403.7977818996832,,
Image_4,4,531.8408163265307,414.8871464375223,,
Image_4,4,538.5699008868023,427.32322639540945,,
Image_4,4,546.5089145341011,444.1004737576291,,
Image_4,4,557.2837834441937,463.9932378206348,,
Image_4,4,570.5861945934629,483.5257582846754,,
Image_4,4,580.6959450627896,498.3726661237294,,
Image_4,4,591.0646581496164,517.3376176849994,,
Image_4,4,604.0942719175965,541.1459235286774,,
Image_4,4,611.4886281326959,553.8059780771645,,
Image_4,4,618.3376068376068,566.7991452991453,234.0,17.26088217525478
Image_4,4,625.7102272727273,577.8409090909091,176.0,14.96964127403822
Image_4,4,635.1500772447484,602.4560392451853,,
Image_4,4,631.7239583333334,588.5625,192.0,15.635280380893438
