Tile_ID,Nb_Cells,Area,Equivalent_Diameter,Centroid_X,Centroid_Y,2P_Thickness
Image_18,223,,,590.4646619496855,411.17783018867925,39.04516275697401
Image_18,223,,,623.8460227272727,404.3787878787879,-29.99848533520025
Image_18,223,,,627.413028968095,399.0364971298892,-29.964166742173795
Image_18,223,,,504.47092001731556,417.1421023146851,224.1517207994861
Image_18,223,,,382.2369942196532,434.7687861271676,0.0
Image_18,223,,,374.73369318825803,435.9407656126034,2.2846886090935836
Image_18,223,,,359.13175236982215,439.4189553304766,-32.9674871820106
Image_18,223,,,334.07486017831656,445.0569290712096,3.3292903710877084
Image_18,223,,,298.1613258649478,451.07346716887355,3.2508288455003083
Image_18,223,,,289.12039649539656,452.8308583308583,3.080093982077617
Image_18,223,,,299.03474903474904,451.9034749034749,0.0
Image_18,223,,,289.12039649539656,452.8308583308583,3.080093982077617
Image_18,223,,,279.07161494284617,453.7962063062565,-42.71809698512096
Image_18,223,,,267.27211202640774,454.54025258256087,-44.97820870064487
Image_18,223,,,255.60703812316717,455.2463343108504,0.0
Image_18,223,,,230.9157639595428,458.9777589921599,30.559744118070583
Image_18,223,,,197.34123649459787,462.87560024009605,-33.99403536804887
Image_18,223,,,188.4579831932773,463.0420168067227,0.0
Image_18,223,,,174.572906940554,465.0739184562714,13.297386723766984
Image_18,223,,,139.5903439153439,467.83326719576723,28.05228996607615
Image_18,223,,,127.25400432900433,469.1919733044733,2.9922429332799325
Image_18,223,,,127.25400432900433,469.1919733044733,2.9922429332799325
Image_18,223,,,161.63375251509058,464.49338531187124,53.329190405471216
Image_18,223,,,172.93981013150727,464.42573535133454,28.404884165965186
Image_18,223,,,141.0755214181976,468.4931949871985,-17.98284603661524
Image_18,223,,,141.0755214181976,468.4931949871985,-17.98284603661524
Image_18,223,,,118.65752820465202,469.55444387699833,23.12166223401057
Image_18,223,,,96.21008403361344,470.68347338935575,0.0
Image_18,223,,,92.73080421192867,471.62527328004376,-40.519341254168246
Image_18,223,,,73.11224868160843,473.936689738519,3.985674100277677
Image_18,223,,,34.04848648648649,477.0751531531531,30.21881665361854
Image_18,223,,,11.148580086580086,478.5388831168831,-26.993110673577878
Image_18,223,,,25.491471390927913,476.44840485601355,14.2636161612539
Image_17,3,,,443.4852383431248,302.10158399643046,20.07170277467406
Image_17,3,,,443.4852383431248,302.10158399643046,20.07170277467406
Image_18,3,,,475.6172346640701,388.8399221032132,21.760732426724537
Image_18,3,,,499.83846153846156,393.73846153846154,6.496537595463938
