Tile_ID,Nb_Cells,Area,Equivalent_Diameter,Centroid_X,Centroid_Y,2P_Thickness
Image_18,3,,,157.94444444444446,95.044061302682,0.0
Image_18,3,,,157.94444444444446,95.044061302682,0.0
Image_18,3,,,42.36759810971851,512.0070063694268,31.044335895941032
Image_18,3,,,63.21290322580645,512.6,0.0
Image_18,4,,,186.65879416282644,13.786002304147466,4.2539706293853
Image_18,4,,,204.0260305614783,16.250133262260128,40.59058979340158
Image_18,4,,,196.130622398213,14.983551629607067,56.86161154531243
Image_18,223,,,491.3139575481624,413.38502946184315,18.02724317680274
Image_18,223,,,509.76980568794846,406.75576913004767,-23.08677274048973
Image_18,223,,,509.8622950819672,406.7639344262295,0.0
Image_18,223,,,474.0318186819232,416.9792826493564,44.368154723671886
Image_18,223,,,473.93932928790446,416.97111735317446,44.36705492947685
Image_18,223,,,499.559640289822,407.5635340597901,3.070675210018404
Image_18,223,,,521.8065526126558,402.7048328139981,50.97572368852643
Image_18,223,,,554.1711409395973,397.0302013422819,0.0
Image_18,223,,,542.5995891613875,398.820007213197,3.117601046323081
Image_18,223,,,531.1802922764944,400.59028390054664,-23.06755017411437
Image_18,223,,,531.3325471698113,400.5707547169811,0.0
Image_18,223,,,531.1802922764944,400.59028390054664,-23.06755017411437
Image_18,223,,,552.4526151828168,398.2154328578455,3.2035729483412894
Image_18,223,,,573.8771929824561,395.8210526315789,0.0
Image_18,223,,,568.7125162443144,396.02781026640673,-36.011188036424215
Image_18,223,,,586.1204109811566,392.5624593892138,20.22219928832628
Image_18,223,,,600.389870223504,390.16207041576547,2.128342603623768
Image_18,223,,,600.389870223504,390.16207041576547,2.128342603623768
Image_18,223,,,600.389870223504,390.16207041576547,2.128342603623768
Image_18,223,,,609.701680153735,388.51226177253574,20.384948872013243
Image_18,223,,,627.3166023166024,385.5907335907336,0.0
Image_18,223,,,539.1530655562069,398.9026966382987,161.78991125521566
Image_18,223,,,450.9895287958115,412.2146596858639,0.0
Image_18,223,,,435.55626172410894,413.0966346557662,18.02773367364756
Image_18,223,,,411.6073306595365,413.3184714795009,2.071306101929814
Image_18,223,,,418.82303540587213,412.6089594127807,16.00305974523439
Image_18,223,,,427.33869939874205,413.26909755894826,2.088257920870536
Image_18,223,,,411.6073306595365,413.3184714795009,2.071306101929814
Image_18,223,,,386.5811094069529,415.37364519427405,18.24824546787134
Image_18,223,,,378.2693525067407,416.73237661677933,2.1364137008397996
Image_18,223,,,386.46815286624206,415.37579617834393,0.0
Image_18,223,,,378.2693525067407,416.73237661677933,2.1364137008397996
Image_18,223,,,352.16461361305187,421.14700218691337,20.387943570703484
Image_18,223,,,334.1942109571537,424.07404264664774,-22.360227523481154
Image_18,223,,,343.23687341772154,422.2088523206751,3.134105269228783
Image_18,223,,,352.344,420.4746666666667,0.0
Image_18,223,,,343.23687341772154,422.2088523206751,3.134105269228783
Image_18,223,,,334.1942109571537,424.07404264664774,-22.360227523481154
Image_18,223,,,326.20649803325944,425.4744372395529,-29.269114460235286
Image_18,223,,,318.1543209876544,426.7438271604938,0.0
Image_18,223,,,308.39563183140683,428.2838031768499,3.275082944482861
Image_18,223,,,298.6369426751592,429.823779193206,0.0
Image_18,223,,,308.55503047736454,428.1874272310116,3.2855561226552794
Image_18,223,,,308.8286045943304,428.3187194525904,3.311401485783513
Image_18,223,,,308.8286045943304,428.3187194525904,3.311401485783513
Image_18,223,,,308.8286045943304,428.3187194525904,3.311401485783513
Image_18,223,,,289.64914421997753,431.0385521885522,-57.21473237903501
Image_18,223,,,270.82484070091596,433.1276284348865,-57.30673147259458
Image_18,223,,,261.53548387096777,434.2645161290322,0.0
Image_18,223,,,261.46752359487255,434.2239611212847,-44.763878880967304
Image_18,223,,,270.75688042482074,433.087073427139,-57.310960037752054
Image_18,223,,,270.75688042482074,433.087073427139,-57.310960037752054
Image_18,223,,,237.13602327012688,437.3970721842853,28.41409722374589
Image_18,223,,,223.01507978501212,438.7410537748197,3.1315769896757217
Image_18,223,,,223.01507978501212,438.7410537748197,3.1315769896757217
Image_18,223,,,223.01507978501212,438.7410537748197,3.1315769896757217
Image_18,223,,,213.91332093289455,438.8115467162684,2.9848688469798574
Image_18,223,,,194.6689655172414,440.75172413793103,0.0
Image_18,223,,,197.1713148196894,441.1096406949197,-66.46779382522745
Image_18,223,,,199.6736641221374,441.4675572519084,0.0
Image_18,223,,,183.9242908069433,443.752755523644,-67.74159773029847
Image_18,223,,,169.18504238899726,449.0580103549389,-49.33085758345147
Image_18,223,,,170.19516728624535,452.07806691449815,0.0
Image_18,223,,,147.57963032175823,449.6817623620965,2.0942349803159885
Image_18,223,,,124.9640933572711,447.2854578096948,0.0
Image_18,223,,,103.46922616581503,449.03100729312575,4.06781676826666
Image_18,223,,,99.51449041154925,449.32315233785823,4.068916853846609
Image_18,223,,,140.6502275910364,443.2994572829132,3.3255768257167304
Image_18,223,,,147.86334219858156,442.09011524822694,3.3407311542017233
Image_18,223,,,124.26773645628464,446.66040586447343,-57.703541659557814
Image_18,223,,,99.51449041154925,449.32315233785823,4.068916853846609
Image_18,223,,,114.33762591575092,447.90836767399264,4.072662036597137
Image_18,223,,,146.70089285714286,445.04017857142856,0.0
Image_18,223,,,155.47336309523808,441.8846726190476,3.8383495179928104
Image_18,223,,,98.52291666666667,448.69535256410256,121.49226009978737
Image_18,223,,,46.029629629629625,455.82066822066815,14.317819739994668
Image_18,223,,,37.625300625300625,454.54401154401154,15.958340759226996
Image_18,223,,,15.991341991341992,456.1082251082251,0.0
Image_18,223,,,22.995670995670995,455.78454733672123,-25.065673032394695
Image_18,223,,,16.725190839694655,458.14264852306667,2.9405940882346258
Image_18,223,,,3.450381679389313,460.824427480916,0.0
Image_18,223,,,32.839105212783345,450.10410976492284,43.65774019405698
Image_18,223,,,39.15027800945232,439.7373505699194,19.013089242807027
Image_18,223,,,50.894002525252525,436.82323232323233,18.201556500809332
Image_18,223,,,91.98092656012176,432.93873668188735,3.083538770820077
Image_18,223,,,66.39052905054322,437.03380373169585,54.589374796118975
Image_18,223,,,34.53448275862069,441.7456896551725,0.0
Image_18,223,,,48.159104334342466,439.851431551355,2.9714188548752034
Image_18,223,,,64.11505136082923,437.8756881730441,-49.03995859580144
Image_18,223,,,34.88836697722567,440.4596014492754,35.212469554494064
Image_18,223,,,25.763217787114847,441.0363562091503,35.22009702470713
Image_18,223,,,48.19607843137255,438.9477124183006,0.0
Image_18,223,,,25.763217787114847,441.0363562091503,35.22009702470713
Image_18,223,,,32.557041526460694,440.5410867237688,35.21627636095201
Image_18,223,,,86.85907606978623,434.3337779805994,15.131837831056082
Image_18,223,,,120.76968225055657,428.87576738851783,-72.56677375311666
Image_18,223,,,140.1646599485233,426.69548779246463,-95.0145766017585
Image_18,223,,,137.15689884191795,427.80173647829565,-94.53039997467903
Image_18,223,,,137.11103455980933,427.8411105318039,-94.5302483568492
Image_18,223,,,150.6785173433331,426.3891973750631,-58.030143158420806
Image_18,223,,,140.1646599485233,426.69548779246463,-95.0145766017585
Image_18,223,,,126.59717716499955,428.14740094920546,-53.140061069748185
Image_18,223,,,137.12893262812756,427.3554344431867,-95.88482836440693
Image_18,223,,,160.40960148335262,423.91956439953776,-95.1891506685952
Image_18,223,,,170.15075376884425,422.3819095477387,0.0
Image_18,223,,,180.95842773187974,422.0960395196321,-79.99847059994285
Image_18,223,,,190.10957666905387,423.4074321636031,-58.02464783178895
Image_18,223,,,188.45305164319248,425.0046948356808,0.0
Image_18,223,,,205.61521840110154,422.23644635776975,4.267441291002896
Image_18,223,,,222.88555778326707,419.7913089712773,-17.39044798967841
Image_18,223,,,237.82426733899308,417.60169401711306,3.2919430364137945
Image_18,223,,,261.8882386371325,413.94182238880694,2.231322027830906
Image_18,223,,,288.0005955380458,410.74472796127475,3.8502577755719827
Image_18,223,,,304.8795180722892,408.6947791164658,0.0
Image_18,223,,,296.54114152462387,409.65384117113615,-31.254019263744397
Image_18,223,,,314.21145711534496,406.97809340394804,17.390012925924452
Image_18,223,,,340.22014925373134,403.3432835820896,0.0
Image_18,223,,,351.9787796628369,401.8065338773757,2.9747033061375916
Image_18,223,,,375.37633862375753,398.4917623153385,2.1280766463091076
Image_18,223,,,375.37633862375753,398.4917623153385,2.1280766463091076
Image_18,223,,,213.06771819386597,412.46548419159404,249.8018738297345
Image_18,223,,,73.80996416654027,421.8680560822084,-49.47666316380739
Image_18,223,,,104.07661624469704,413.2584940198637,20.21919719470479
Image_18,223,,,133.79553536592164,406.5470040688925,3.071978014648135
Image_18,223,,,144.65974025974026,405.65194805194807,0.0
Image_18,223,,,164.09967741038406,404.5358241330404,13.093265607147796
Image_18,223,,,183.53961456102783,403.4197002141328,0.0
Image_18,223,,,179.57143771529653,403.54952402010986,-28.984492343461437
Image_18,223,,,175.60326086956522,403.6793478260869,0.0
Image_18,223,,,179.45809301981663,403.79092107857633,-29.01679201926209
Image_18,223,,,183.31292517006804,403.9024943310658,0.0
Image_18,223,,,186.45646258503402,403.3975886289475,-28.2800094448233
Image_18,223,,,212.03636363636363,399.88876570583886,30.398189446262553
Image_18,223,,,254.61890331890334,395.38051948051947,24.082296732144854
Image_18,223,,,274.7650793650794,393.87619047619046,0.0
Image_18,223,,,296.4597208905934,391.6998402045382,-79.40399512774054
Image_18,223,,,307.0823787132512,390.0902272949253,-80.09988147309011
Image_18,223,,,296.1088560417829,391.3361042797019,-76.79192449777337
Image_18,223,,,307.220325203252,390.72071718931477,-79.39375639631979
Image_18,223,,,318.2333333333333,389.42619047619047,0.0
Image_18,223,,,307.220325203252,390.72071718931477,-79.39375639631979
Image_18,223,,,307.18083974463906,390.76936691766247,-79.39818957357937
Image_18,223,,,307.0823787132512,390.0902272949253,-80.09988147309011
Image_18,223,,,316.35785451002846,388.98790261833744,-80.30448087839241
Image_18,223,,,340.0526570048309,385.0594202898551,-40.77934413157182
Image_18,223,,,340.0526570048309,385.0594202898551,-40.77934413157182
Image_18,223,,,336.00694271911664,386.8222774327122,-48.00991194257519
Image_18,223,,,355.22261904761905,384.3111904761905,1.9898443439518374
Image_18,223,,,375.13666666666666,382.2966666666667,0.0
Image_18,223,,,375.7083333333333,383.22833333333335,-35.836322276159976
Image_18,223,,,392.38246575342464,381.7293150684932,-143.6930337528601
Image_18,223,,,408.65155666251553,379.3023453715234,-80.00241265384543
Image_18,223,,,408.65155666251553,379.3023453715234,-80.00241265384543
Image_18,223,,,382.14246575342463,382.8719565779271,1.4210854715202004e-14
Image_18,223,,,382.3090909090909,382.8756718124643,7.105427357601002e-15
Image_18,223,,,432.53911454975287,375.4520846765528,-143.6902312327661
Image_18,223,,,444.26041579752473,373.6314073146989,-143.8468101620682
Image_18,223,,,432.2607843137255,375.66470588235296,0.0
Image_18,223,,,444.26041579752473,373.6314073146989,-143.8468101620682
Image_18,223,,,467.99325234021353,370.96833688473316,-124.14335021264635
Image_18,223,,,479.7264573991032,370.3385650224215,0.0
Image_18,223,,,492.87435747538626,370.0571998403045,2.0209373075114883
Image_18,223,,,493.5305732202791,372.69810251427896,2.4029960882778205
Image_18,223,,,481.0388888888889,375.6203703703704,0.0
Image_18,223,,,509.3771294539321,371.5227089043503,33.5189839371942
Image_18,223,,,537.7153700189754,367.4250474383302,0.0
Image_18,223,,,508.8704441801416,370.75558592012203,33.24100610235058
Image_18,223,,,524.09336026355,368.1701113812848,63.637339872394755
Image_18,223,,,568.1612021857924,362.25409836065575,0.0
Image_18,223,,,591.8183461909355,358.15646094503376,23.515897688108318
Image_18,223,,,615.4754901960785,354.05882352941177,0.0
Image_18,223,,,615.4774044654358,354.0440103048519,-17.11612931485721
Image_18,223,,,615.4793187347932,354.029197080292,0.0
Image_18,223,,,422.6140312266931,370.37892014818624,336.1678777542513
Image_18,223,,,229.74874371859295,386.7286432160804,0.0
Image_18,223,,,241.51332967567367,382.6099791762784,-45.2107356554678
Image_18,223,,,328.2097911497105,405.58037979046037,138.23530660577995
Image_18,223,,,412.67157960199006,431.4746475953566,-65.3658903985293
Image_18,223,,,412.67157960199006,431.4746475953566,-65.3658903985293
Image_18,223,,,407.4175825593395,431.94772531819746,-65.75775984436562
Image_18,223,,,416.9474954946629,430.75292846910963,-53.055485758305366
Image_18,223,,,444.1930081734186,427.9018301350391,2.9826130335666647
Image_18,223,,,466.1845238095238,425.5238095238095,0.0
Image_18,223,,,488.6738681223785,424.35387367382185,4.046549964563759
Image_18,223,,,511.1632124352332,423.1839378238342,0.0
Image_18,223,,,525.2740404281429,419.89295575402235,3.1487229014641898
Image_18,223,,,560.4945175438596,413.64473684210526,24.322848741959685
Image_18,223,,,581.6041666666666,410.6875,0.0
Image_18,223,,,571.4813286163521,411.4215801886793,3.989523803025392
