Tile_ID,Mask_ID,Centroid_X,Centroid_Y,Area,Equivalent_Diameter,2P_thickness
Image_0,16,611.8,226.6,1.36242,1.3170751764945237,6.322586885896369
Image_0,345,595.3916083916084,238.24475524475525,38.965212,7.043582099144519,8.590080564167248
Image_0,348,564.6093023255814,244.8139534883721,58.58406,8.636639501747046,0.0
Image_0,349,553.7884615384615,245.58653846153845,28.338336,6.006786996988662,1.4989387429801955
Image_0,1393,533.0674846625767,249.57464212678937,133.244676,13.025067777505967,4.469541247459119
Image_0,1226,508.6109090909091,267.6218181818182,74.9331,9.76769093130994,0.0
Image_0,1592,488.4514170040486,269.1093117408907,134.607096,13.091488747623869,0.0
Image_0,1112,466.0853333333333,268.008,102.1815,11.406205615381309,0.4865817079767272
Image_0,1113,444.1691394658754,271.6379821958457,91.827108,10.812858326282957,6.865051480573015
Image_0,1121,420.852534562212,293.2903225806452,59.129028,8.67671693046124,1.4408671535794895
Image_0,1125,410.0,285.0,5.722164,2.6992008977213864,1.427887320439421
Image_0,1530,398.2379182156134,293.6059479553903,73.298196,9.660546656631224,1.0615031721008998
Image_0,1538,387.75,300.25,1.089936,1.178027850447715,4.289065431882644
Image_0,1018,371.459595959596,306.02525252525254,53.951832,8.288160592876322,0.0
Image_0,1012,360.47849462365593,296.2930107526882,101.364048,11.360489176441003,7.112460832971223
Image_0,87,343.5,315.5,1.089936,1.178027850447715,8.593862771855258
Image_0,1482,315.2828282828283,321.35858585858585,107.903664,11.721229117571928,0.0
Image_0,1481,294.46315789473687,323.2,103.54392,11.48199519077125,0.0
Image_0,1480,274.62433862433863,324.85449735449737,102.998952,11.451739551381651,0.8461423051644914
Image_0,1489,248.9608938547486,324.66108007448787,146.323908,13.64937309936943,0.0
Image_0,792,238.6883116883117,327.5064935064935,41.962536,7.309470584972135,6.108127630224038
Image_0,784,220.5829596412556,347.7085201793722,60.763932,8.795853632024489,0.0
Image_0,781,205.04166666666663,346.5833333333333,65.39616,9.124964492305043,0.0
Image_0,785,190.2739726027397,349.04566210045664,59.673996,8.716610092207173,0.0
Image_0,1517,179.11428571428573,354.95714285714286,19.07388,4.928044063067327,1.622980540448224
Image_0,660,164.33142857142855,351.04,47.6847,7.7919218244816095,0.8438961434392684
Image_0,650,153.36524822695034,366.0070921985816,76.84048800000001,9.891225806660554,1.5255883185553234
Image_0,659,135.34653465346534,367.3267326732673,27.520884,5.9195166876079695,2.492273136133738
Image_0,669,122.64189189189187,379.0810810810811,40.327632,7.165663668351117,3.278347317651697
Image_0,662,104.45578231292517,370.7959183673469,40.055148,7.141414313973078,6.55942209632793
Image_0,529,80.62698412698413,386.1785714285714,68.665968,9.350306189377932,0.0
Image_0,533,63.86046511627907,389.8046511627907,58.58406,8.636639501747046,0.0
Image_0,514,48.14207650273224,390.73224043715845,49.864572,7.968032690174768,0.24951526385458234
Image_0,530,32.90625,390.15625,43.59744,7.450502309053973,5.623523739380529
Image_0,518,8.732824427480915,393.2213740458016,35.695404,6.741572512262826,0.0
Image_1,489,631.015503875969,436.1472868217055,35.150436,6.689912191492687,1.3483505710795232
Image_1,494,618.7097378277153,417.876404494382,145.506456,13.61119295996743,0.0
Image_1,478,592.8095238095239,421.1904761904762,148.776264,13.763278048588512,0.0
Image_1,481,572.7020648967551,421.0678466076696,92.372076,10.8448964952406,5.451313456648601
Image_1,1578,550.0,421.0,2.997324,1.953538186261988,5.828272262692396
Image_1,1405,534.3103448275862,407.8390804597701,47.412216,7.769627295741103,0.0
Image_1,1401,518.5833333333334,407.00396825396825,68.665968,9.350306189377932,0.7932563460735125
Image_1,1412,505.5161290322581,399.8064516129032,16.894008,4.63790028511526,12.160830561381719
Image_1,1571,471.0778443113773,393.3952095808383,45.504828,7.611737415726576,1.6743675212392812
Image_1,1250,456.942731277533,380.7004405286344,61.853868,8.874389597737348,1.4932690203069114
Image_1,1252,436.55384615384617,382.38461538461536,70.84584,9.497564164983578,0.5890841131890632
Image_1,117,420.28,385.304,34.0605,6.5853758824726185,0.0
Image_1,1261,407.6283783783784,386.2635135135135,40.327632,7.165663668351117,0.7182972967506576
Image_1,1752,396.06451612903226,373.633064516129,67.576032,9.27580057023052,1.6436812562500913
Image_1,1144,381.1612903225807,370.7741935483871,8.447004,3.2794907420720216,7.442464339885825
Image_1,1149,360.7857142857143,370.1785714285714,7.629552,3.116768729792644,4.813499331499177
Image_1,1815,339.21149425287354,359.7241379310345,118.53054,12.284859412578273,0.0
Image_1,1141,325.5546218487395,360.88235294117646,32.425596,6.42538334177863,2.6485158397583497
Image_1,1715,314.1958041958042,346.95104895104896,38.965212,7.043582099144519,0.0
Image_1,102,303.0808823529412,346.8529411764706,37.057824,6.869023726748641,0.0
Image_1,1015,290.792349726776,347.3224043715847,49.864572,7.968032690174768,0.0
Image_1,1027,278.43718592964825,348.42713567839195,54.224316,8.309063931479622,0.0
Image_1,1014,263.969696969697,349.06060606060606,62.943804,8.9522366115323,4.056162488325447
Image_1,905,244.90123456790124,339.2962962962963,22.071204,5.301125327014718,0.6356549445292332
Image_1,908,232.82644628099172,336.05785123966945,32.970564,6.479153177462433,1.038161953959638
Image_1,906,218.1021897810219,334.57664233576645,37.330308,6.894231237980302,4.907413286272158
Image_1,1615,196.46153846153845,320.60200668896323,81.472716,10.1850028879808,1.1943125617137298
Image_1,1614,172.825,323.9909090909091,119.89296,12.355260329404276,6.013945794916204
Image_1,768,148.07339449541286,308.41284403669727,29.700756,6.149485917353592,0.819824023012429
