Centroid_X,Centroid_Y,Area,Equivalent_Diameter
588.1762013729978,69.62013729977117,437.0,23.58825303088947
580.5621621621622,69.17297297297297,185.0,15.347615963921077
596.8832487309645,69.2994923857868,197.0,15.837556323903858
596.8832487309645,69.2994923857868,197.0,15.837556323903858
588.1762013729978,69.62013729977117,437.0,23.58825303088947
580.5621621621622,69.17297297297297,185.0,15.347615963921077
580.5621621621622,69.17297297297297,185.0,15.347615963921077
580.5621621621622,69.17297297297297,185.0,15.347615963921077
596.8832487309645,69.2994923857868,197.0,15.837556323903858
580.5621621621622,69.17297297297297,185.0,15.347615963921077
580.5621621621622,69.17297297297297,185.0,15.347615963921077
580.5621621621622,69.17297297297297,185.0,15.347615963921077
580.5621621621622,69.17297297297297,185.0,15.347615963921077
596.8832487309645,69.2994923857868,197.0,15.837556323903858
596.8832487309645,69.2994923857868,197.0,15.837556323903858
596.8832487309645,69.2994923857868,197.0,15.837556323903858
596.8832487309645,69.2994923857868,197.0,15.837556323903858
596.8832487309645,69.2994923857868,197.0,15.837556323903858
588.1762013729978,69.62013729977117,437.0,23.58825303088947
612.438202247191,69.30337078651685,178.0,15.054455784347004
612.438202247191,69.30337078651685,178.0,15.054455784347004
612.438202247191,69.30337078651685,178.0,15.054455784347004
612.438202247191,69.30337078651685,178.0,15.054455784347004
612.438202247191,69.30337078651685,178.0,15.054455784347004
612.438202247191,69.30337078651685,178.0,15.054455784347004
612.438202247191,69.30337078651685,178.0,15.054455784347004
612.438202247191,69.30337078651685,178.0,15.054455784347004
627.3028571428572,69.06857142857143,47.6847,7.7919218244816095
627.2441860465116,69.11627906976744,172.0,14.798554040663838
627.3028571428572,69.06857142857143,47.6847,7.7919218244816095
627.3028571428572,69.06857142857143,47.6847,7.7919218244816095
627.2441860465116,69.11627906976744,172.0,14.798554040663838
627.3028571428572,69.06857142857143,47.6847,7.7919218244816095
627.3028571428572,69.06857142857143,47.6847,7.7919218244816095
627.2441860465116,69.11627906976744,172.0,14.798554040663838
564.2903225806451,69.24193548387096,50.682024,8.03307893425781
564.2903225806451,69.24193548387096,50.682024,8.03307893425781
564.2903225806451,69.24193548387096,50.682024,8.03307893425781
564.3532110091743,69.31651376146789,218.0,16.66031874701878
564.2903225806451,69.24193548387096,50.682024,8.03307893425781
564.3532110091743,69.31651376146789,218.0,16.66031874701878
564.2903225806451,69.24193548387096,50.682024,8.03307893425781
564.3532110091743,69.31651376146789,218.0,16.66031874701878
550.4508196721312,69.25409836065573,33.243048,6.505871448248048
550.4508196721312,69.25409836065573,33.243048,6.505871448248048
550.4508196721312,69.25409836065573,33.243048,6.505871448248048
550.4508196721312,69.25409836065573,33.243048,6.505871448248048
550.4508196721312,69.25409836065573,33.243048,6.505871448248048
539.6347826086957,68.80869565217391,115.0,12.100518486599809
539.6347826086957,68.80869565217391,115.0,12.100518486599809
539.6347826086957,68.80869565217391,115.0,12.100518486599809
539.6347826086957,68.80869565217391,115.0,12.100518486599809
539.6347826086957,68.80869565217391,115.0,12.100518486599809
539.6347826086957,68.80869565217391,115.0,12.100518486599809
539.6347826086957,68.80869565217391,115.0,12.100518486599809
539.6347826086957,68.80869565217391,115.0,12.100518486599809
528.8428571428572,68.02142857142857,38.14776,6.969306749962025
528.8428571428572,68.02142857142857,38.14776,6.969306749962025
528.8518518518518,67.81481481481481,135.0,13.110581167104948
528.8428571428572,68.02142857142857,38.14776,6.969306749962025
528.8518518518518,67.81481481481481,135.0,13.110581167104948
528.8428571428572,68.02142857142857,38.14776,6.969306749962025
528.8428571428572,68.02142857142857,38.14776,6.969306749962025
528.8518518518518,67.81481481481481,135.0,13.110581167104948
518.2480620155038,66.30232558139535,35.150436,6.689912191492686
518.2480620155038,66.30232558139535,35.150436,6.689912191492686
518.2857142857143,66.16666666666667,126.0,12.666024736934256
518.2480620155038,66.30232558139535,35.150436,6.689912191492686
518.2480620155038,66.30232558139535,35.150436,6.689912191492686
518.2857142857143,66.16666666666667,126.0,12.666024736934256
518.2857142857143,66.16666666666667,126.0,12.666024736934256
518.2480620155038,66.30232558139535,35.150436,6.689912191492686
505.7407407407408,66.14285714285714,51.499476,8.09760269316416
505.6683937823834,66.24870466321244,193.0,15.67594437773643
505.7407407407408,66.14285714285714,51.499476,8.09760269316416
505.7407407407408,66.14285714285714,51.499476,8.09760269316416
505.6683937823834,66.24870466321244,193.0,15.67594437773643
505.7407407407408,66.14285714285714,51.499476,8.09760269316416
