Tile_ID,Mask_ID,Centroid_X,Centroid_Y,Area,Equivalent_Diameter,Corrected_CX,Corrected_CY,File_ID,Order,2p_Thickness
Image_16,57,226.0066225165563,498.6953642384106,151,13.86575534383214,226.552688172043,498.4602150537634,39,46,4.551687080031719
Image_16,1002,246.98469387755105,486.4081632653061,392,22.34076770248023,246.71090670170827,486.28120893561106,39,47,0.043549074457586386
Image_16,1002,246.98469387755105,486.4081632653061,392,22.34076770248023,246.75118858954042,486.26465927099844,39,48,3.78105296949588
Image_16,1006,251.0985221674877,501.4088669950739,203,16.07692842495848,251.31764705882352,501.3705882352941,39,49,0.1262839742729898
Image_16,1006,251.0985221674877,501.4088669950739,203,16.07692842495848,251.44262295081967,501.3524590163934,39,50,5.089933776256057
Image_16,716,299.09090909090907,493.2476489028213,319,20.153496341094687,298.99211469534043,493.2802867383512,39,53,0.04946922504469593
Image_16,716,299.09090909090907,493.2476489028213,319,20.153496341094687,299.0371014492753,493.2597101449275,39,54,5.697505215174893
Image_16,1008,320.7883817427386,493.0414937759336,241,17.517155313611116,320.7338072669826,493.0734597156398,39,55,0.029431045184439862
Image_16,1008,320.7883817427386,493.0414937759336,241,17.517155313611116,320.7629399585921,493.0776397515528,39,56,4.902618015111592
Image_16,68,345.109022556391,498.687969924812,266,18.403307281560924,345.0224150397686,498.7006507592191,39,57,0.06050732779697596
Image_16,68,345.109022556391,498.687969924812,266,18.403307281560924,345.0697887970615,498.73829201101927,39,58,
Image_17,139,3.5454545454545454,609.4772727272727,132,12.964089628857147,3.7630718954248366,609.6666666666666,5,0,0.2955577018574358
Image_17,139,3.5454545454545454,609.4772727272727,132,12.964089628857147,3.9520202020202015,609.8939393939394,5,1,4.350521937937664
Image_17,144,18.358565737051794,606.5697211155378,251,17.876888032555495,19.058937198067632,607.1700483091787,5,2,0.4566316399387442
Image_17,143,36.99003322259136,608.1926910299003,301,19.576646877473276,36.73383711167086,607.487825356843,5,4,0.14202535437074143
Image_17,143,36.99003322259136,608.1926910299003,301,19.576646877473276,36.80300065231572,607.6118721461187,5,5,4.5142798506727715
Image_17,140,55.60311284046693,606.9416342412451,257,18.08929415419344,55.28927203065133,606.5938697318007,5,6,0.1582338339835879
Image_17,140,55.60311284046693,606.9416342412451,257,18.08929415419344,55.406906906906904,606.6996996996996,5,7,8.30328486847715
Image_17,135,77.66588235294118,605.1647058823529,425,23.26213245840639,77.66279569892473,605.2464516129032,5,8,0.051457074611267584
Image_17,135,77.66588235294118,605.1647058823529,425,23.26213245840639,77.66770025839793,605.2976744186046,5,9,4.579248132646136
Image_17,1073,98.97035040431268,601.9703504043126,371,21.73411767467788,98.98619329388559,601.9531558185404,5,10,0.05178909707522795
Image_17,1073,98.97035040431268,601.9703504043126,371,21.73411767467788,99.02278177458034,601.9898081534772,5,11,5.372596779321192
Image_17,163,121.33628318584071,600.5840707964602,339,20.775663783985824,121.35230352303522,600.6021680216802,5,12,0.05801512899295435
Image_17,163,121.33628318584071,600.5840707964602,339,20.775663783985824,121.38967136150234,600.6465459423206,5,13,4.1206701561801715
Image_17,168,142.5036231884058,600.1521739130435,276,18.746042631630413,142.50539811066125,600.189608636977,5,14,0.04685139905694539
Image_17,168,142.5036231884058,600.1521739130435,276,18.746042631630413,142.54786324786323,600.2094017094017,5,15,6.745109144643855
Image_17,161,166.32775119617224,598.3516746411483,418,23.06976657227589,166.20670995670994,598.1872294372295,5,16,0.03985917734307608
Image_17,161,166.32775119617224,598.3516746411483,418,23.06976657227589,166.23835125448028,598.2114695340501,5,17,6.3977243525937695
Image_17,185,192.64285714285717,596.5796703296703,364,21.528102431092236,192.57822085889572,596.4647239263803,5,18,0.007625017415335953
Image_17,185,192.64285714285717,596.5796703296703,364,21.528102431092236,192.5845864661654,596.4605263157895,5,19,8.065066870205644
Image_17,182,218.1381818181818,599.5781818181819,275,18.712051592547777,218.4430468204053,599.7358490566038,5,20,0.08727583696996957
Image_17,182,218.1381818181818,599.5781818181819,275,18.712051592547777,218.5022222222222,599.8,5,21,3.958159659769798
Image_17,189,240.57971014492756,601.1521739130435,276,18.746042631630413,240.4310035842294,600.9354838709677,5,22,0.12214389200809946
Image_17,189,240.57971014492756,601.1521739130435,276,18.746042631630413,240.48415977961432,601.0454545454545,5,23,9.83960707903232
Image_17,197,267.0623052959502,605.4859813084112,321,20.21657473114541,266.962962962963,605.4315108759553,5,24,0.051223346469978906
Image_17,197,267.0623052959502,605.4859813084112,321,20.21657473114541,266.97792494481234,605.4805003679176,5,25,5.145419981002174
Image_17,195,288.9525222551929,607.2700296735906,337,20.71428798138497,289.0524109014675,607.2515723270441,5,26,0.022419188594141215
Image_17,195,288.9525222551929,607.2700296735906,337,20.71428798138497,289.05378151260504,607.2739495798319,5,27,5.651993697461528
Image_17,198,312.6559139784946,611.010752688172,372,21.76338922689847,312.4473358116481,610.7608426270136,5,28,0.09221329291810199
Image_17,198,312.6559139784946,611.010752688172,372,21.76338922689847,312.496475327291,610.8388721047331,5,29,5.77560740730555
Image_17,207,337.8621495327103,616.6682242990654,428,23.34408972623798,337.4278326281147,617.381758345087,5,30,0.12453947037914154
Image_17,207,337.8621495327103,616.6682242990654,428,23.34408972623798,337.4729044834308,617.4978557504872,5,31,5.528126800455627
Image_17,208,366.89086859688194,622.3830734966592,449,23.90992587997897,366.6440763052209,622.0753012048193,5,32,0.15400081316472275
Image_17,208,366.89086859688194,622.3830734966592,449,23.90992587997897,366.72235973597355,622.2079207920792,5,33,4.636459436992844
Image_17,215,391.4736842105263,626.5587044534414,247,17.733870630789692,391.0585161964472,626.042842215256,5,34,0.08626937293347968
Image_17,215,391.4736842105263,626.5587044534414,247,17.733870630789692,391.091202582728,626.1226795803067,5,35,2.5672552653927845
Image_17,1114,396.1546184738956,615.781124497992,498,25.180812005932435,395.87893081761007,615.5927672955975,5,36,
Image_18,12,63.74285714285714,635.3714285714286,35,6.6755811781245455,63.5,635.5,1,0,0.0
Image_18,12,63.74285714285714,635.3714285714286,35,6.6755811781245455,63.5,635.5,1,1,4.450884539325875
Image_18,11,74.26530612244898,637.5510204081633,49,7.898654169668588,73.75555555555555,637.5111111111111,1,2,0.03026428919521047
Image_18,11,74.26530612244898,637.5510204081633,49,7.898654169668588,73.76100628930817,637.5408805031446,1,3,9.765647609762171
