Tile_ID,Nb_Cells,Area,Equivalent_Diameter,Centroid_X,Centroid_Y,2P_Thickness
Image_0,218,,,536.6853975586502,475.1856907533986,3.4991610822831944
Image_0,218,,,543.9380530973451,474.1120943952802,7.105427357601002e-15
Image_0,218,,,535.5,480.0,0.0
Image_0,218,,,514.3643497608261,485.69746849377213,39.787054865571776
Image_0,218,,,474.7776104329424,492.782391291229,9.027676946890011
Image_0,218,,,485.83170038842826,492.08669584710225,29.0619713290018
Image_0,218,,,528.1686199243236,487.964907639286,17.414915029073633
Image_0,218,,,561.4368155607536,482.20677001024575,12.352426708031075
Image_0,218,,,596.6033020194088,476.8331415934446,30.26447955341099
Image_0,218,,,607.6287878787879,475.8834455667789,6.247506807197414
Image_0,218,,,607.2774291105795,471.7445579598159,10.80162686925321
Image_0,218,,,586.7716915882979,478.85558737158055,54.23011042808463
Image_0,218,,,581.3099433294667,490.96092058581394,27.0524771341638
Image_0,218,,,584.4223279187378,495.1661020246941,27.65743634328307
Image_0,218,,,573.5022545176428,497.7385906115567,5.319821168257963
Image_0,218,,,567.1834862385322,496.3784403669725,26.075056789577786
Image_0,218,,,545.3829268292683,500.80853658536586,4.998819653926869
Image_0,218,,,522.0534953911412,507.05184762215515,23.342010122906135
Image_0,218,,,513.2120848073603,508.6124446107965,4.099677806920555
Image_0,218,,,505.1750113911184,509.3108811468228,21.20565778553228
Image_0,218,,,469.05685280986467,512.511090638509,25.137618091750532
Image_0,218,,,459.56438330525924,511.90652255287296,5.099015501888253
Image_0,218,,,451.1662152257952,513.6650108848921,20.39593170145863
Image_0,218,,,424.37632227085373,518.5179608475507,2.1199038555221676
Image_0,218,,,406.6912446816125,520.765660856066,2.097749526558694
Image_0,218,,,416.34011199552833,509.8255314062278,36.329948915413055
Image_0,218,,,428.4942386978024,497.3450722022311,1.985998556571495
Image_0,218,,,405.03590536446904,500.9056782628371,25.70961056950755
Image_0,218,,,422.31967689446765,494.7291323274587,63.03455580527813
Image_0,218,,,448.6608204235546,487.20792934288477,9.486399462593322
Image_0,218,,,429.0347709800674,488.46832464465956,6.08196624961651
Image_0,218,,,454.61411217873604,481.4468498554801,58.69306164983159
Image_0,218,,,450.4632040260012,481.4379282868526,59.407439841219016
Image_0,218,,,432.00105263157894,482.6325,24.324143029153163
Image_0,218,,,428.6641791044776,483.4239427860697,24.32035128200783
Image_0,218,,,394.6079993291968,488.72267874112583,4.0319965637453326
Image_0,218,,,376.0646408934121,494.6368691870724,13.891902151922181
Image_0,218,,,346.89568977864064,504.2381986770424,21.375147238639812
Image_0,218,,,357.0854559289585,502.0884381269552,51.1922030644704
Image_0,218,,,390.7676575260815,495.6602161162724,6.982762832934428
Image_0,218,,,383.78934918808335,499.28244470016625,16.472961637467264
Image_0,218,,,366.5979789641044,499.71645875374554,-28.651581343349143
Image_0,218,,,355.7657004830918,496.3683574879227,2.9988561168918064
Image_0,218,,,330.87464788732393,501.02464788732397,33.73177658173759
Image_0,218,,,286.5859788225757,506.1334608369642,38.013068678517065
Image_0,218,,,273.3240871994887,509.954484931417,4.6884553278750225
Image_0,218,,,292.3711455259819,509.95389345828687,3.157222269617197
Image_0,218,,,276.758389261745,512.60822147651,45.35408042960546
Image_0,218,,,256.9376899696049,515.8168693009118,-2.479167767678245
Image_0,218,,,238.3965940791939,513.9588023298311,24.057208833144024
Image_0,218,,,227.13207873100336,514.6210067517134,1.999789130185821
Image_0,218,,,220.52965610289579,514.5346292783497,26.999751234506256
Image_0,218,,,200.85648148148147,517.8055555555555,4.825447036655322
Image_0,218,,,214.0,516.75,30.08249564279433
Image_0,218,,,238.0,509.75,17.05493635041554
Image_0,218,,,267.25847457627117,499.90466101694915,35.72485595238822
Image_0,218,,,298.3156535914576,491.07165365385663,9.044565230195797
Image_0,218,,,274.02670062012464,492.85719325419143,57.314259044176666
Image_0,218,,,215.40492830350286,504.58254511489156,29.402157324347552
Image_0,218,,,239.4354066985646,498.89234449760767,86.11955936233677
Image_0,218,,,250.77114427860695,491.5248756218905,62.96803326317793
Image_0,218,,,205.02695823209535,497.5248756218905,3.050523598563249
Image_0,218,,,201.60875512995898,497.0,2.0
Image_0,218,,,180.44165982083993,497.60087173100874,42.98956103123103
Image_0,218,,,143.7977208973465,499.8936525485176,5.098105454324269
Image_0,218,,,120.09426781476543,500.2096803663856,5.072707434550328
Image_0,218,,,142.3852655617883,496.41689954887676,58.07165001720061
Image_0,218,,,201.84383954154728,487.2063037249284,37.3569494604952
Image_0,218,,,247.32612638555096,479.26937388354554,28.065235896142013
Image_0,218,,,225.21223203318596,479.3330240580456,72.05470710108536
Image_0,218,,,168.78257676812967,482.2561694382756,3.1135254879460774
Image_0,218,,,144.72161261978357,485.20418081210664,6.069515486547118
Image_0,218,,,118.75271309825249,487.8782523545992,5.966468128187799
Image_0,218,,,92.02576104292352,490.5153595451078,4.97946312480472
Image_0,218,,,113.10869565217392,484.77173913043475,53.930207025883746
Image_0,218,,,101.20293609671849,486.0047495682211,80.23091650563497
Image_0,218,,,48.29725209927548,499.6419485880378,7.8092610648233975
Image_0,218,,,31.82842095192126,501.15731077607654,3.532947229488414
Image_0,218,,,53.567438282697594,491.10344508959315,58.842711831488884
Image_0,218,,,44.166666666666664,494.3560606060606,79.82654677013487
