Tile_ID,Mask_ID,Centroid_X,Centroid_Y,Area,Equivalent_Diameter,Centroid_Y_inverted
Image_0,59,618.5,39.5,8,3.1915382432114616,596.8333333333334
Image_0,54,571.468085106383,44.70212765957447,47,7.735777827895049,591.6312056737589
Image_0,20,540.0769230769231,71.15384615384616,13,4.068428945128219,565.1794871794872
Image_0,377,521.5994764397906,66.08638743455498,382,22.05396803500069,570.2469458987784
Image_0,369,508.0763157894737,95.32105263157897,380,21.996159369293583,541.0122807017544
Image_0,366,477.9237536656892,88.90615835777126,341,20.83685880248485,547.4271749755621
Image_0,354,460.7463002114165,103.09302325581396,473,24.54062559633988,533.2403100775194
Image_0,311,439.2385321100917,114.08256880733946,109,11.780624362746345,522.2507645259939
Image_0,310,424.1111111111111,127.03703703703704,27,5.863230142835039,509.2962962962963
Image_0,306,412.3626373626374,120.31868131868131,273,18.64388360059941,516.014652014652
Image_0,462,398.736507936508,134.55555555555554,315,20.02674353437364,501.7777777777778
Image_0,281,377.86013986013984,132.78671328671328,286,19.08262324195121,503.5466200466201
Image_0,275,362.5227722772277,148.9762376237624,505,25.357168021907675,487.357095709571
Image_0,276,341.85852090032154,163.34726688102893,311,19.899183360445612,472.98606645230444
Image_0,434,320.0239520958084,184.72854291417167,501,25.25654394235911,451.6047904191617
Image_0,18,305.7647058823529,190.7941176470588,34,6.579524642479541,445.5392156862746
Image_0,260,291.0395833333333,181.4645833333333,480,24.721548929484133,454.8687500000001
Image_0,262,275.05555555555554,181.72222222222223,36,6.770275002573076,454.61111111111114
Image_0,446,259.3850574712644,197.3362068965517,348,21.049640414216977,438.9971264367817
Image_0,442,237.47727272727272,199.85227272727272,176,14.96964127403822,436.4810606060606
Image_0,416,102.07053941908714,280.3402489626556,241,17.517155313611116,355.99308437067776
Image_0,419,54.31132075471698,293.4591194968553,318,20.12188299403865,342.8742138364781
Image_0,130,22.10434782608696,312.4391304347826,230,17.112717355495807,323.89420289855076
Image_1,628,631.6712962962963,330.2476851851852,432,23.452920571340155,308.7523148148148
Image_1,805,564.3722222222223,324.7111111111111,180,15.13879513212096,314.2888888888889
Image_1,497,514.75,335.25,12,3.90882009522336,303.75
Image_1,461,473.25,336.0,4,2.256758334191025,303.0
Image_1,767,435.44303797468353,325.4810126582278,158,14.183506197980655,313.5189873417722
Image_1,436,357.265306122449,324.7551020408163,49,7.898654169668588,314.2448979591837
Image_1,432,345.6267123287671,339.19520547945206,292,19.281751659604677,299.80479452054794
Image_1,734,330.13074204947,324.2826855123675,283,18.982275710779543,314.7173144876325
Image_1,395,308.4306930693069,321.36633663366337,202,16.03728119216293,317.63366336633663
Image_1,394,290.2415730337079,321.6629213483146,178,15.054455784347004,317.3370786516854
Image_1,397,267.88461538461536,314.8,130,12.865501965161371,324.2
Image_1,787,245.0727272727273,328.1454545454545,110,11.834540545406394,310.8545454545455
Image_1,314,177.30555555555554,313.1388888888889,36,6.770275002573076,325.8611111111111
Image_1,694,149.20950323974083,321.4082073434125,463,24.279825147895533,317.5917926565875
Image_2,273,590.8875432525952,352.43425605536333,578,27.128075067297424,283.2528187745686
Image_2,60,571.391959798995,362.3266331658292,199,15.91774699517169,273.3604416641027
Image_2,280,553.7941176470588,354.2529411764706,170,14.712264360219256,281.43413365346134
Image_2,283,535.4621212121212,353.1818181818182,132,12.964089628857147,282.50525664811374
Image_2,263,498.8021978021978,346.8021978021978,91,10.764051215546116,288.88487702773415
Image_2,159,471.5862068965517,355.4482758620689,29,6.076507779746499,280.23879896786303
Image_2,357,420.1892523364486,352.9766355140187,428,23.34408972623798,282.7104393159132
Image_2,362,258.84663536776213,335.924882629108,639,28.523675588636344,299.7621922008239
Image_2,343,236.74172185430464,325.0927152317881,151,13.86575534383214,310.59435959814385
Image_2,350,177.33170731707318,335.34634146341466,205,16.15593100600236,300.34073336651727
Image_2,114,159.9145299145299,333.7435897435897,117,12.205286835384658,301.9434850863422
Image_2,306,126.72745490981964,319.7414829659319,499,25.20608126668733,315.94559186400005
Image_2,9,107.61904761904762,308.55555555555554,63,8.95623198216277,327.1315192743764
Image_2,302,63.592233009708735,332.4174757281553,412,22.903595622322865,303.26959910177663
Image_2,309,42.06161137440758,328.73222748815164,422,23.179885415554555,306.9548473417803
Image_2,313,31.178861788617887,311.6585365853659,123,12.514330345744634,324.02853824456605
Image_2,304,5.3568904593639575,325.63250883392226,283,18.982275710779543,310.05456599600967
Image_3,123,635.4,296.9428571428571,105,11.562445770562215,341.0571428571429
Image_3,439,623.7948717948718,306.9273504273504,234,17.26088217525478,331.0726495726496
Image_3,436,588.935,306.615,200,15.957691216057308,331.385
Image_3,302,395.2881355932203,321.03389830508473,59,8.667244841319219,316.96610169491527
Image_3,300,365.94017094017096,333.05982905982904,117,12.205286835384658,304.94017094017096
Image_3,307,352.09302325581393,320.4651162790698,43,7.399277020331919,317.5348837209302
Image_3,298,338.5890410958904,314.013698630137,146,13.63425735166143,323.986301369863
Image_3,521,322.23125,330.4458333333333,480,24.721548929484133,307.5541666666667
Image_3,271,311.632183908046,329.8103448275862,174,14.884343478431232,308.1896551724138
Image_3,274,279.453781512605,325.5798319327731,119,12.309163489997376,312.4201680672269
Image_3,512,251.84102564102565,322.0358974358974,195,15.7569575497098,315.9641025641026
Image_3,218,237.9320987654321,320.7037037037037,162,14.361922094451575,317.2962962962963
Image_3,225,219.08426966292132,339.3707865168539,178,15.054455784347004,298.6292134831461
Image_3,178,156.62820512820514,331.1752136752137,234,17.26088217525478,306.8247863247863
Image_3,489,138.25675675675674,353.2432432432432,74,9.70668461991024,284.7567567567568
Image_3,149,45.6156462585034,370.86394557823127,294,19.347672370394783,267.13605442176873
Image_3,151,23.87227414330218,368.0,321,20.21657473114541,270.0
Image_3,486,5.414634146341464,373.1626016260163,123,12.514330345744634,264.8373983739837
Image_4,192,626.8923076923077,310.03076923076924,195,15.7569575497098,328.96923076923076
Image_4,199,607.5,306.8046875,128,12.766152972845846,332.1953125
Image_4,626,593.3956043956044,305.25274725274727,182,15.222667215103916,333.74725274725273
Image_4,200,555.4310344827586,308.82758620689657,58,8.593479713983122,330.17241379310343
Image_4,637,536.1387096774193,313.8322580645161,310,19.867165345562015,325.1677419354839
Image_4,624,502.2467043314501,326.1732580037665,531,26.00173452395765,312.8267419962335
Image_4,499,489.9857142857143,349.69642857142856,280,18.881394877652596,289.30357142857144
Image_4,449,469.6292134831461,346.8089887640449,178,15.054455784347004,292.1910112359551
Image_4,710,457.0,346.0,12,3.90882009522336,293.0
Image_4,450,439.9383259911894,344.55066079295153,227,17.000746355818674,294.44933920704847
Image_4,453,416.6730769230769,367.6538461538461,260,18.19456736586892,271.3461538461539
Image_4,717,398.9131652661064,361.03081232493,357,21.320096563347292,277.96918767507
Image_4,724,381.2962962962963,384.4691358024691,162,14.361922094451575,254.5308641975309
Image_4,401,367.5133928571428,383.1071428571428,224,16.88803298257901,255.89285714285722
Image_4,402,351.33557046979865,377.7348993288591,298,19.47884453275087,261.2651006711409
Image_4,400,336.7340425531915,396.3244680851064,188,15.471555655790098,242.6755319148936
Image_4,702,317.0883720930233,386.57209302325583,215,16.545286401814263,252.42790697674417
Image_4,723,302.6896551724138,408.5517241379311,29,6.076507779746499,230.4482758620689
Image_4,351,276.7915057915058,406.7760617760618,259,18.15954410458608,232.2239382239382
Image_4,350,258.06642066420665,405.9778597785978,271,18.575465448360347,233.0221402214022
Image_4,696,241.82296650717703,404.8803827751197,209,16.312788383647018,234.1196172248803
Image_4,315,228.99099099099095,422.1238738738739,444,23.77642441290137,216.8761261261261
Image_4,671,211.6185567010309,439.1546391752577,97,11.11324596323283,199.84536082474227
Image_4,701,197.74774774774772,444.481981981982,222,16.812470934731934,194.51801801801798
Image_4,560,172.6949152542373,446.3220338983051,177,15.012108426804138,192.6779661016949
Image_4,546,156.3684210526316,446.17894736842106,95,10.998079684646791,192.82105263157894
Image_4,264,22.0,480.75,80,10.09253008808064,158.25
Image_4,548,7.723118279569892,488.8655913978495,372,21.76338922689847,150.13440860215047
Image_5,161,635.9153846153846,386.82307692307694,130,12.865501965161371,249.75384615384615
Image_5,181,625.9086538461538,406.8076923076923,208,16.273715780512877,229.76923076923077
Image_5,171,615.6129032258065,384.483870967742,93,10.881694613449236,252.0930521091811
Image_5,180,597.9739130434782,382.9304347826087,115,12.100518486599809,253.6464882943144
Image_5,190,587.875,401.4583333333333,120,12.360774464742066,235.11858974358978
Image_5,164,570.1157894736842,378.9473684210527,95,10.998079684646791,257.6295546558704
Image_5,168,558.5944055944055,377.2307692307692,143,13.49345229721172,259.34615384615387
Image_5,457,546.5046728971963,394.4299065420561,107,11.67204486311899,242.14701653486702
Image_5,464,531.7590361445783,376.1144578313253,166,14.538148590038452,260.4624652455978
Image_5,586,520.0,389.0,1,1.1283791670955126,247.5769230769231
Image_5,589,506.1896551724138,374.735632183908,174,14.884343478431232,261.84129089301507
Image_5,459,495.2075471698113,356.2971698113208,212,16.42944866646031,280.27975326560227
Image_5,463,479.3312883435583,372.1840490797546,163,14.406180819073164,264.3928739971685
Image_5,588,467.2086956521739,355.60869565217394,115,12.100518486599809,280.96822742474916
Image_5,592,438.126582278481,369.4018987341772,316,20.0585068271871,267.17502434274587
Image_5,739,410.24242424242425,351.3376623376623,693,29.70446102021492,285.23926073926077
Image_5,374,384.1226053639847,364.1954022988506,261,18.229523339239496,272.3815207780725
Image_5,675,249.0810810810811,330.4054054054054,37,6.863662517577698,306.1715176715177
Image_5,301,221.625,323.74038461538464,104,11.507254783503184,312.83653846153845
Image_5,670,207.31824817518248,326.85255474452555,685,29.53250900522315,309.72436833239755
Image_5,300,189.4324324324324,320.94594594594594,37,6.863662517577698,315.63097713097716
Image_5,271,154.41263940520446,304.90706319702605,269,18.5067943613625,331.66985987989705
Image_5,627,139.99107142857142,305.2053571428572,112,11.941642642883693,331.37156593406587
Image_5,270,126.92929292929291,304.07744107744105,297,19.44613444328572,332.49948199948204
Image_5,616,102.86842105263158,304.0394736842105,380,21.996159369293583,332.5374493927126
Image_5,228,78.0461956521739,301.7527173913044,368,21.64606551922404,334.8242056856187
Image_5,618,63.432203389830505,285.90677966101697,118,12.257335203001883,350.6701434159061
Image_5,619,25.56637168141593,287.50442477876106,113,11.994835078277376,349.07249829816203
Image_5,617,9.212389380530974,287.82300884955754,113,11.994835078277376,348.75391422736556
Image_6,5,634.8860759493671,302.2088607594937,158,14.183506197980655,330.10780590717303
Image_6,142,620.9504504504505,301.1126126126126,222,16.812470934731934,331.2040540540541
Image_6,931,606.9405204460967,286.04089219330854,269,18.5067943613625,346.2757744733582
Image_6,145,590.7582938388625,300.50236966824644,211,16.39065416446578,331.8142969984203
Image_6,139,575.5521235521236,300.82239382239385,259,18.15954410458608,331.49427284427287
Image_6,770,553.3333333333334,282.1666666666667,6,2.763953195770684,350.15000000000003
Image_6,632,536.0921052631579,275.3684210526316,76,9.83698151873187,356.9482456140351
Image_6,785,519.0,295.0,1,1.1283791670955126,337.3166666666667
Image_6,932,506.16586538461536,295.42788461538464,416,23.014509567006368,336.8887820512821
Image_6,633,490.9617834394904,282.1656050955414,157,14.13855043925722,350.1510615711253
Image_6,570,462.070351758794,279.9195979899497,199,15.91774699517169,352.397068676717
Image_6,567,438.844262295082,264.3196721311475,122,12.463355264843006,367.9969945355192
Image_6,62,424.3303571428572,262.7232142857143,112,11.941642642883693,369.59345238095244
Image_6,928,393.9375,262.5657894736842,608,27.823185353208192,369.7508771929825
Image_6,521,377.9024390243902,277.0894308943089,123,12.514330345744634,355.2272357723578
Image_6,893,360.9685863874345,276.0628272251309,191,15.594510349620345,356.25383944153583
Image_6,869,343.7831325301205,275.8313253012048,166,14.538148590038452,356.4853413654619
Image_6,519,331.458064516129,256.0387096774194,155,14.048207338801282,376.27795698924734
Image_6,474,280.5074626865672,261.43283582089555,67,9.23618154310838,370.8838308457712
Image_6,473,260.0159574468085,254.2872340425532,188,15.471555655790098,378.0294326241135
Image_6,343,160.6184210526316,250.83552631578948,152,13.911592676604096,381.48114035087724
Image_6,830,147.88322368421052,250.76480263157896,608,27.823185353208192,381.55186403508776
Image_6,342,115.86923076923075,264.7153846153846,130,12.865501965161371,367.6012820512821
Image_6,236,73.63265306122449,240.20408163265307,98,11.170383851240114,392.11258503401365
Image_6,829,63.134020618556704,238.68041237113405,97,11.11324596323283,393.6362542955327
Image_6,241,52.76315789473684,238.8684210526316,76,9.83698151873187,393.44824561403516
Image_6,239,42.45205479452055,238.87671232876716,73,9.640875829802336,393.43995433789956
Image_6,238,28.055900621118013,237.63975155279505,161,14.317526556719258,394.6769151138717
Image_6,835,14.445714285714285,236.00571428571428,175,14.927053303604616,396.3109523809525
Image_6,221,3.3457943925233646,235.5607476635514,107,11.67204486311899,396.7559190031153
Image_7,206,632.7983870967741,235.56451612903223,124,12.565098628628435,399.8442889024143
Image_7,231,620.6275862068966,257.0896551724138,145,13.58748446131949,378.3191498590327
Image_7,874,608.1363636363636,256.0779220779221,154,14.002817212590296,379.3308829535244
Image_7,863,594.316037735849,255.71698113207543,212,16.42944866646031,379.69182389937106
Image_7,866,578.2065217391304,253.77717391304347,184,15.306079714651624,381.631631118403
Image_7,230,560.6954545454546,254.68636363636364,220,16.73656774376801,380.72244139508285
Image_7,864,543.6553672316384,254.29943502824855,177,15.012108426804138,381.1093700031979
Image_7,735,512.6666666666666,250.9298245614035,114,12.047792665040705,384.478980470043
Image_7,740,483.5632183908046,266.7892720306513,261,18.229523339239496,368.6195330007952
Image_7,872,448.73936170212767,286.7074468085106,188,15.471555655790098,348.7013582229359
Image_7,675,435.0994764397906,263.2687609075044,573,27.010484244701136,372.1400441239421
Image_7,673,403.9316239316239,283.97008547008545,234,17.26088217525478,351.43871956136104
Image_7,590,388.22,283.55333333333334,150,13.81976597885342,351.85547169811315
Image_7,588,365.4326923076923,282.125,104,11.507254783503184,353.2838050314465
Image_7,592,354.44444444444446,280.56666666666666,90,10.704744696916627,354.8421383647798
Image_7,589,337.4029850746269,307.6865671641791,67,9.23618154310838,327.7222378672674
Image_7,53,307.0508474576271,306.3305084745763,118,12.257335203001883,329.0782965568702
Image_7,502,295.5328947368421,305.0394736842105,152,13.911592676604096,330.36933134723597
Image_7,503,281.1851851851852,303.5987654320988,162,14.361922094451575,331.8100395993477
Image_7,994,268.6997742663657,321.11286681715575,443,23.74963406702674,314.29593821429074
Image_7,991,245.7060185185185,318.1851851851852,432,23.452920571340155,317.2236198462613
Image_7,429,230.69230769230768,316.61538461538464,13,4.068428945128219,318.79342041606185
Image_7,422,198.65270506108203,316.1640488656195,573,27.010484244701136,319.24475616582697
Image_7,923,170.15870307167236,314.15699658703073,586,27.315167457198672,321.25180844441576
Image_7,368,152.27234042553192,333.07234042553193,235,17.297725082009,302.33646460591456
Image_7,370,131.77173913043478,332.82065217391306,368,21.64606551922404,302.58815285753343
Image_7,371,108.60833333333332,330.86944444444447,360,21.40948939383325,304.539360587002
Image_7,310,72.69767441860465,334.86046511627904,43,7.399277020331919,300.54833991516745
Image_7,957,36.36417033773862,354.1923641703377,681,29.44615645486938,281.21644086110877
Image_8,207,617.2545454545455,350.1454545454545,55,8.368283871884005,285.8030748663102
Image_8,210,584.2432432432432,347.8918918918919,37,6.863662517577698,288.0566375198729
Image_8,211,572.6341463414634,334.7560975609756,41,7.225151993843567,301.19243185078915
Image_8,707,499.2,350.4,15,4.370193722368317,285.5485294117648
Image_8,978,474.602787456446,323.3658536585366,287,19.11595536035256,312.58267575322816
Image_8,982,454.3992248062016,325.0232558139535,258,18.12445316531431,310.92527359781127
Image_8,838,434.8382838283828,324.53465346534654,303,19.64157789116634,311.4138759464182
Image_8,977,419.4622641509434,324.0471698113208,212,16.42944866646031,311.9013596004439
Image_8,984,401.746875,323.075,320,20.185060176161283,312.87352941176476
Image_8,975,379.61661341853033,321.45686900958464,313,19.963065333312567,314.4916604021801
Image_8,976,359.50174216027875,321.65156794425087,287,19.11595536035256,314.2969614675139
