Mask_ID,Centroid_X,Centroid_Y,Area,Equivalent_Diameter
6,612.6888888888889,422.9555555555556,45,7.569397566060481
142,568.3419483101392,419.81908548707753,503,25.30690599424961
96,520.3741935483871,413.35483870967744,155,14.048207338801282
97,499.0357142857143,407.9285714285714,28,5.970821321441846
