Tile_ID,Mask_ID,Centroid_X,Centroid_Y,Area,Equivalent_Diameter,2P_thickness
Image_16,72,601.44,485.36,6.8121,2.945069626119288,11.928258169752125
Image_16,69,586.3,479.6111111111111,24.52356,5.587876731790479,61.82651022790044
Image_16,138,519.825,478.575,10.89936,3.7252511545269855,0.0
Image_0,249,630.859649122807,239.9181286549708,171.0,14.755472278097804,5.566383494052172
Image_0,253,611.3382352941177,240.21323529411765,136.0,13.159049284959082,33.46630427810783
Image_0,1226,568.0530303030303,243.75,35.967888,6.7672547862634325,17.40039396057686
Image_0,278,544.8857142857142,245.68571428571428,19.07388,4.928044063067327,8.194596750013037
Image_0,816,531.494623655914,247.38709677419357,25.341012,5.680244588220502,10.002065151495275
Image_0,810,516.2025316455696,249.6582278481013,21.526236,5.235270281895833,5.847195962953676
Image_0,815,502.2474226804124,251.02061855670104,97.0,11.11324596323283,7.09899038740238
Image_0,820,487.1857142857143,252.3428571428572,19.07388,4.928044063067327,19.477922818380424
Image_0,87,465.640350877193,265.1929824561403,31.063176,6.288947771151247,23.635929991308654
Image_0,744,437.3958333333333,259.4583333333333,13.079232,4.080808179413188,12.194929950528667
Image_0,79,423.21,269.15,27.2484,5.890139252238575,6.29836783086852
Image_0,745,410.784,270.808,34.0605,6.5853758824726185,7.4036026542031
Image_0,663,397.015873015873,273.35714285714283,34.332984,6.611664912679682,8.054452668039003
Image_0,668,383.1287128712871,276.8514851485148,27.520884,5.9195166876079695,11.080855425578287
Image_0,669,367.3589743589744,278.7179487179488,10.626876,3.6783907840517744,28.427747615916225
Image_0,1178,337.7083333333333,289.9583333333333,6.5396160000000005,2.8855671363845943,0.0
Image_0,661,332.36764705882354,286.8345588235294,74.11564800000001,9.71426651463051,10.667560260733513
Image_0,1178,311.5581395348837,289.5581395348837,93.734496,10.924580862120978,4.243041737713696
Image_0,578,292.97665369649803,292.0661478599222,257.0,18.08929415419344,0.0
Image_0,582,287.0,287.0,1.0,1.1283791670955126,12.168232381509606
Image_0,1114,271.30193905817174,296.4598337950139,98.366724,11.191264579253296,12.403135245579607
Image_0,1177,247.025974025974,294.8549783549784,125.887608,12.66037442960194,2.3023092557563687
Image_0,1114,238.0,295.5,0.544968,0.8329914814781915,9.436007546194968
Image_0,499,216.3546910755149,295.7391304347826,437.0,23.58825303088947,26.132474893437657
Image_0,1156,174.43145161290323,310.61895161290323,135.152064,13.117962968288088,4.463010823320586
Image_0,438,160.56382978723406,311.13829787234044,25.613496,5.710701882090844,2.699342888432853
Image_0,1057,149.65300546448088,313.6174863387978,99.729144,11.268499895877335,11.509349335905076
Image_0,445,130.8148148148148,320.55555555555554,27.0,5.863230142835039,104.42979716462483
Image_0,39,24.0,336.0,1.0,1.1283791670955126,10.048162085802694
Image_0,39,10.755555555555556,341.64444444444445,45.0,7.569397566060481,0.0
Image_1,1004,609.2936170212766,252.66382978723405,64.03374,9.029412492808698,0.18554454644743323
Image_1,1013,593.7730870712401,250.40633245382585,379.0,21.96719798824208,0.5891152769024366
Image_1,1244,580.4715025906736,258.678756476684,52.589412,8.182842965178416,11.638632373629164
Image_1,274,560.9060773480663,256.4475138121547,49.319604,7.924371908452967,25.52069729531805
Image_1,871,524.8716981132076,270.47169811320754,265.0,18.36868202552426,1.2325151541698132
Image_1,867,509.9083665338645,268.57768924302786,68.393484,9.331735552993967,1.0432734204763445
Image_1,866,494.1280487804878,266.4207317073171,328.0,20.435815879801165,5.67808960012638
Image_1,1218,478.0,265.0,0.272484,0.5890139252238575,7.59502882484129
Image_1,1218,459.6450704225352,262.53521126760563,355.0,21.260292528114064,1.8545550119434573
Image_1,799,444.5192307692308,265.86538461538464,28.338336,6.006786996988662,55.704031551261096
Image_1,719,386.0298507462687,283.5970149253731,18.256428,4.821286765502575,5.827132614226108
Image_1,1264,379.4421768707483,270.03401360544217,147.0,13.680870333281758,8.267993466115575
Image_1,714,364.9263157894737,280.6421052631579,25.88598,5.740997595385625,3.507804908549314
Image_1,715,352.4830508474576,279.3813559322034,118.0,12.257335203001883,4.938486822917987
Image_1,717,337.90909090909093,278.72027972027973,38.965212,7.043582099144519,4.313148189633297
Image_1,720,325.63157894736844,285.14912280701753,114.0,12.047792665040705,0.24839874625039382
Image_1,635,317.9208333333333,277.5375,65.39616,9.124964492305043,6.7547291627339066
Image_1,1206,307.6095238095238,289.2238095238095,57.22164,8.535622699170775,8.500776648122695
Image_1,636,295.21135646687696,276.1577287066246,86.377428,10.487094788458542,16.436456499506967
Image_1,1206,271.90995260663504,287.5971563981043,57.494124,8.555921473851138,31.95396858350324
Image_1,552,231.1373134328358,295.96417910447764,91.28214,10.780724946683844,8.79628029467543
Image_1,555,211.83385579937303,293.6081504702194,86.922396,10.520125090051428,7.012008062531739
Image_1,1084,192.83636363636364,298.09090909090907,165.0,14.494292838262302,9.41106320740511
Image_1,1166,176.3921568627451,289.05882352941177,13.896684,4.206400790401268,0.0
Image_1,471,170.11388888888888,289.25,98.09424,11.17575346358096,80.56993376885443
Image_1,375,77.98882681564245,306.39106145251395,179.0,15.09668435477122,4.86437127750462
Image_1,376,61.55,304.25,54.4968,8.329914814781915,8.530897651503832
Image_1,1063,45.194117647058825,301.8176470588235,46.32228,7.679801996034451,9.932661301523428
Image_1,373,27.42931937172775,300.151832460733,52.044444,8.14033440250182,14.194847469014817
Image_1,374,8.042553191489361,310.82978723404256,47.0,7.735777827895049,0.0
Image_2,1049,608.7752808988764,391.2134831460674,48.502152,7.858425919429137,7.250774883733785
Image_2,1050,594.0201342281879,390.4496644295302,40.600116,7.18983123668663,0.0
Image_2,1267,586.0116618075801,389.0466472303207,343.0,20.897874625046462,0.0
Image_2,130,579.4276729559748,387.9119496855346,159.0,14.228319915327,3.05335010657764
Image_2,320,566.2033898305085,385.96610169491527,32.153112,6.398328975966983,5.660540855461379
Image_2,319,554.6860465116279,384.6627906976744,23.433624,5.462290431060489,6.3380099266127345
Image_2,124,542.3333333333334,383.9206349206349,34.332984,6.611664912679682,2.830797661816617
Image_2,874,529.9274193548387,383.3467741935484,124.0,12.565098628628435,4.19215008226827
Image_2,873,515.625730994152,382.51461988304095,46.594764,7.702356529167055,3.7040363040776922
Image_2,121,501.32,380.3733333333333,150.0,13.81976597885342,0.5611690569668948
Image_2,875,486.40437158469945,378.0,183.0,15.26443044094783,0.0862825833694103
Image_2,816,472.5206611570248,376.9338842975207,121.0,12.412170838050638,2.242246849179964
Image_2,1054,460.5098039215686,375.5424836601307,41.690052,7.285699885972881,2.7523242458417077
Image_2,1061,448.4821428571428,372.6696428571428,112.0,11.941642642883693,9.79690962610052
Image_2,1060,429.4718309859155,375.86619718309856,38.692728,7.018910982715302,12.200908836923563
Image_2,808,410.9124087591241,371.1167883211679,37.330308,6.894231237980302,6.702400266380947
Image_2,745,397.3716216216216,368.8310810810811,40.327632,7.165663668351117,2.96600625312065
Image_2,741,382.9597989949749,367.1658291457287,199.0,15.91774699517169,2.559916135055186
Image_2,1245,367.1865889212828,369.68513119533526,93.462012,10.908690554274251,9.872422549937426
Image_2,742,348.7889908256881,362.7110091743119,59.401512,8.696686385943805,3.3773207063943094
Image_2,739,333.0390243902439,361.409756097561,205.0,16.15593100600236,2.7325415158857638
Image_2,1185,318.12820512820514,360.8051282051282,53.13438,8.225131840948517,5.953430509406544
Image_2,657,304.31491712707185,358.35911602209944,49.319604,7.924371908452967,6.435968091418717
Image_2,668,294.6666666666667,352.3333333333333,3.0,1.95441004761168,11.970101336657548
Image_2,665,278.10169491525426,355.50282485875704,48.229668,7.836320598791761,3.2130899748403667
